ID,iri_mean,iri_med,iri_min,iri_max,iri_stdev,speed_mean,speed_med,VPROMMS_ID,length,ACCESS_SCORE,POV_SCORE,RISK_SCORE,CRIT_SCORE,ROUGHNESS_SCORE,Access_weight,Pov_weight,Risk_weight,Crit_weight,Rough_weight,PCS
98,16.4244444444,11.57,6.8,46.64,11.9054017509,28.9727777778,29.275,212TH00030,2.0847515263,0,0.197477721592,0.468929039556,0.000682648640597,0.898396271633,0.25,0.2,0.2,0.25,0.1,0.223291641553
99,8.45112903226,8.555,4.66,14.22,2.44828953664,31.6758064516,30.65,212TH00008,1.09215864053,0,0.0646548927403,0.389825154049,0.00516946067822,0.397931995612,0.25,0.2,0.2,0.25,0.1,0.131981574089
100,7.62,7.62,7.43,7.81,0.268700576851,29.285,29.285,214YD00037,0.304686710978,0,0.346553280368,0.472750379575,0.000460676295848,0.309228998354,0.25,0.2,0.2,0.25,0.1,0.194898800898
101,18.29,11.66,6.13,37.08,16.5058565364,34.1433333333,35.4,212TH00030,0.364867797363,0,0.346553280368,0.523567558575,0.0,0.804888281679,0.25,0.2,0.2,0.25,0.1,0.254512995957
102,2.86384615385,2.84,2.05,3.86,0.583131466903,24.1176923077,24.15,214YD00014,1.67528508982,0,0.0486241714922,0.39141595318,0.0,0.0579506984619,0.25,0.2,0.2,0.25,0.1,0.0938030947806
103,7.81,7.81,7.81,7.81,,37.09,37.09,213YD00012,0.00328409608725,0,0.346553280368,0.579569969587,0.000460676295848,0.318426799488,0.25,0.2,0.2,0.25,0.1,0.217182499014
104,5.06,5.06,5.06,5.06,,24.51,24.51,Input VPROMMS: 214YD00053 (72.73 pct); 214YD00027 (27.27 pct); ,0.144961733495,0,0.129309785481,0.389866896739,0.0,0.170508944996,0.25,0.2,0.2,0.25,0.1,0.120886230944
105,7.322,7.81,5.25,9.92,1.93294335147,29.662,30.46,Input VPROMMS: 213YD00012 (53.33 pct); 214YD00034 (26.67 pct); 214YD00037 (20.0 pct); ,0.263713715735,0,0.346553280368,0.573714165091,0.0,0.324730789505,0.25,0.2,0.2,0.25,0.1,0.216526568042
106,8.26,7.94,7.51,9.59,0.689256846176,31.2066666667,33.03,214YD00038,1.04023028958,0,0.346553280368,0.483444150152,0.000682648640597,0.342577751003,0.25,0.2,0.2,0.25,0.1,0.200427923364
107,6.51,5.87,4.25,10.63,1.94929946931,30.88,31.585,212TH00008,0.673985389867,0,0.107761998166,0.38988434618,0.353602552864,0.260012694041,0.25,0.2,0.2,0.25,0.1,0.213931176489
108,6.83,6.8,6.27,7.47,0.471593044902,26.3428571429,25.25,212TH00030,0.752001405122,0,0.346553280368,0.571535856105,0.0,0.268618823757,0.25,0.2,0.2,0.25,0.1,0.21047970967
109,,,,,,,,212YD00027,0.0122523107673,0,0.0972483429845,0.389776306193,0.366683846455,,0.25,0.2,0.2,0.25,0.1,0.189075891449
110,3.17,3.17,2.6,3.74,0.806101730553,28.165,28.165,214YD00015,0.350630503804,0,0.0972483429845,0.389776306193,0.0,0.0719149714384,0.25,0.2,0.2,0.25,0.1,0.104596426979
111,6.12,6.12,5.7,6.54,0.593969696197,25.345,25.345,Input VPROMMS: 212YD00027 (50.0 pct); 212TH00027 (50.0 pct); ,0.297128413387,0,0.0972483429845,0.389776306193,0.00023337676045,0.229783663414,0.25,0.2,0.2,0.25,0.1,0.120441640367
