,lines,shapely,length,start,end
755,"LINESTRING (105.5797152332329 20.0606841350586, 105.5797241590435 20.0606863909759, 105.5799613712423 20.06071446033652)","LINESTRING (105.5797152332329 20.0606841350586, 105.5797241590435 20.0606863909759, 105.5799613712423 20.06071446033652)",25.9651626695,POINT (105.5797152332329 20.0606841350586),POINT (105.5799613712423 20.06071446033652)
759,"LINESTRING (105.5799635597428 20.04289864147912, 105.5799807727281 20.04288554884169)","LINESTRING (105.5799635597428 20.04289864147912, 105.5799807727281 20.04288554884169)",2.31082376336,POINT (105.5799635597428 20.04289864147912),POINT (105.5799807727281 20.04288554884169)
761,"LINESTRING (105.5803528838426 20.02640007472228, 105.5803490469999 20.0263985006443)","LINESTRING (105.5803528838426 20.02640007472228, 105.5803490469999 20.0263985006443)",0.437481464668,POINT (105.5803528838426 20.02640007472228),POINT (105.5803490469999 20.0263985006443)
762,"LINESTRING (105.5803524300281 20.02639928306174, 105.5803525379795 20.02639951809506, 105.5803528838426 20.02640007472228)","LINESTRING (105.5803524300281 20.02639928306174, 105.5803525379795 20.02639951809506, 105.5803528838426 20.02640007472228)",0.0997909416429,POINT (105.5803524300281 20.02639928306174),POINT (105.5803528838426 20.02640007472228)
765,"LINESTRING (105.5803532124696 20.02639555689564, 105.5803528972072 20.02640008754288)","LINESTRING (105.5803532124696 20.02639555689564, 105.5803528972072 20.02640008754288)",0.502468900024,POINT (105.5803532124696 20.02639555689564),POINT (105.5803528972072 20.02640008754288)
766,"LINESTRING (105.5803573137525 20.02639332780069, 105.5803529407651 20.02640015764138)","LINESTRING (105.5803573137525 20.02639332780069, 105.5803529407651 20.02640015764138)",0.883443532714,POINT (105.5803573137525 20.02639332780069),POINT (105.5803529407651 20.02640015764138)
767,"LINESTRING (105.5805070452358 20.06379903422891, 105.580517892766 20.06381024041428)","LINESTRING (105.5805070452358 20.06379903422891, 105.580517892766 20.06381024041428)",1.68065268575,POINT (105.5805070452358 20.06379903422891),POINT (105.580517892766 20.06381024041428)
770,"LINESTRING (105.5809590033895 19.97743300955652, 105.5809774766505 19.97746924109041)","LINESTRING (105.5809590033895 19.97743300955652, 105.5809774766505 19.97746924109041)",4.45107872248,POINT (105.5809590033895 19.97743300955652),POINT (105.5809774766505 19.97746924109041)
774,"LINESTRING (105.5815915057574 20.01452749399683, 105.5815833194565 20.01453167449551)","LINESTRING (105.5815915057574 20.01452749399683, 105.5815833194565 20.01453167449551)",0.973275573101,POINT (105.5815915057574 20.01452749399683),POINT (105.5815833194565 20.01453167449551)
775,"LINESTRING (105.5815891694244 20.01453187608062, 105.5815833715064 20.01453171433359)","LINESTRING (105.5815891694244 20.01453187608062, 105.5815833715064 20.01453171433359)",0.606728701149,POINT (105.5815891694244 20.01453187608062),POINT (105.5815833715064 20.01453171433359)
777,"LINESTRING (105.581583458059 20.01453182417285, 105.5815835752308 20.01453191382812, 105.5815852570214 20.01453289453817)","LINESTRING (105.581583458059 20.01453182417285, 105.5815835752308 20.01453191382812, 105.5815852570214 20.01453289453817)",0.222469827026,POINT (105.581583458059 20.01453182417285),POINT (105.5815852570214 20.01453289453817)
778,"LINESTRING (105.5815842700908 20.01453452609058, 105.581583458059 20.01453182417285)","LINESTRING (105.5815842700908 20.01453452609058, 105.581583458059 20.01453182417285)",0.31083859996,POINT (105.5815842700908 20.01453452609058),POINT (105.581583458059 20.01453182417285)
779,"LINESTRING (105.582633387587 20.04144704973656, 105.5826250164745 20.04144470502183, 105.582620032357 20.04144261275504, 105.582606389698 20.04143481018608)","LINESTRING (105.582633387587 20.04144704973656, 105.5826250164745 20.04144470502183, 105.582620032357 20.04144261275504, 105.582606389698 20.04143481018608)",3.15120605935,POINT (105.582633387587 20.04144704973656),POINT (105.582606389698 20.04143481018608)
783,"LINESTRING (105.5833349274886 19.97793603814141, 105.5833416871843 19.97794003128923)","LINESTRING (105.5833349274886 19.97793603814141, 105.5833416871843 19.97794003128923)",0.833937368811,POINT (105.5833349274886 19.97793603814141),POINT (105.5833416871843 19.97794003128923)
784,"LINESTRING (105.5833373536953 19.97793991736823, 105.5833416923546 19.97794006293166)","LINESTRING (105.5833373536953 19.97793991736823, 105.5833416923546 19.97794006293166)",0.454216274316,POINT (105.5833373536953 19.97793991736823),POINT (105.5833416923546 19.97794006293166)
785,"LINESTRING (105.5833379947581 19.97793377910807, 105.5833416912431 19.9779399853416)","LINESTRING (105.5833379947581 19.97793377910807, 105.5833416912431 19.9779399853416)",0.788213667117,POINT (105.5833379947581 19.97793377910807),POINT (105.5833416912431 19.9779399853416)
786,"LINESTRING (105.5833416020724 19.97793629559044, 105.5833417346175 19.97793986202301)","LINESTRING (105.5833416020724 19.97793629559044, 105.5833417346175 19.97793986202301)",0.394922194325,POINT (105.5833416020724 19.97793629559044),POINT (105.5833417346175 19.97793986202301)
791,"LINESTRING (105.5833426287625 19.97793874689911, 105.5833419752075 19.97793950148713, 105.5833417346175 19.97793986202301)","LINESTRING (105.5833426287625 19.97793874689911, 105.5833419752075 19.97793950148713, 105.5833417346175 19.97793986202301)",0.155105192951,POINT (105.5833426287625 19.97793874689911),POINT (105.5833417346175 19.97793986202301)
793,"LINESTRING (105.5833631911269 19.96516889828967, 105.5833587582941 19.96517475297085)","LINESTRING (105.5833631911269 19.96516889828967, 105.5833587582941 19.96517475297085)",0.796813864422,POINT (105.5833631911269 19.96516889828967),POINT (105.5833587582941 19.96517475297085)
794,"LINESTRING (105.5833596878205 19.96517041427771, 105.5833630774198 19.96516888957541)","LINESTRING (105.5833596878205 19.96517041427771, 105.5833630774198 19.96516888957541)",0.392755190541,POINT (105.5833596878205 19.96517041427771),POINT (105.5833630774198 19.96516888957541)
795,"LINESTRING (105.5833597864698 19.96516523783468, 105.583363135391 19.96516888682807)","LINESTRING (105.5833597864698 19.96516523783468, 105.583363135391 19.96516888682807)",0.534651189788,POINT (105.5833597864698 19.96516523783468),POINT (105.583363135391 19.96516888682807)
796,"LINESTRING (105.5833618309143 19.96516852982476, 105.5833625973667 19.96516879082767, 105.5833630774198 19.96516888957541)","LINESTRING (105.5833618309143 19.96516852982476, 105.5833625973667 19.96516879082767, 105.5833630774198 19.96516888957541)",0.136643543727,POINT (105.5833618309143 19.96516852982476),POINT (105.5833630774198 19.96516888957541)
797,"LINESTRING (105.5833632407251 19.96516889594162, 105.5833621060593 19.96517650551907)","LINESTRING (105.5833632407251 19.96516889594162, 105.5833621060593 19.96517650551907)",0.85043920645,POINT (105.5833632407251 19.96516889594162),POINT (105.5833621060593 19.96517650551907)
805,"LINESTRING (105.5836353308924 19.96515799867213, 105.5836312447915 19.96516318418361, 105.5836304112131 19.96516400704136, 105.5836196766528 19.96517761588808, 105.5836161583853 19.96518334465438, 105.5836146518362 19.96518526409354)","LINESTRING (105.5836353308924 19.96515799867213, 105.5836312447915 19.96516318418361, 105.5836304112131 19.96516400704136, 105.5836196766528 19.96517761588808, 105.5836161583853 19.96518334465438, 105.5836146518362 19.96518526409354)",3.71805646209,POINT (105.5836353308924 19.96515799867213),POINT (105.5836146518362 19.96518526409354)
807,"LINESTRING (105.5840148657196 20.02183309523225, 105.5840186862555 20.02183816709614)","LINESTRING (105.5840148657196 20.02183309523225, 105.5840186862555 20.02183816709614)",0.689002312859,POINT (105.5840148657196 20.02183309523225),POINT (105.5840186862555 20.02183816709614)
810,"LINESTRING (105.5840187022547 20.0218381449878, 105.5840191089979 20.02183802031096, 105.5840205838666 20.02183735692933)","LINESTRING (105.5840187022547 20.0218381449878, 105.5840191089979 20.02183802031096, 105.5840205838666 20.02183735692933)",0.215567454288,POINT (105.5840187022547 20.0218381449878),POINT (105.5840205838666 20.02183735692933)
811,"LINESTRING (105.5841647790407 20.02143521062563, 105.5841602532894 20.02143705220846)","LINESTRING (105.5841647790407 20.02143521062563, 105.5841602532894 20.02143705220846)",0.515381499937,POINT (105.5841647790407 20.02143521062563),POINT (105.5841602532894 20.02143705220846)
812,"LINESTRING (105.5841635248885 20.02143502688705, 105.5841647891877 20.02143517111241)","LINESTRING (105.5841635248885 20.02143502688705, 105.5841647891877 20.02143517111241)",0.133200206502,POINT (105.5841635248885 20.02143502688705),POINT (105.5841647891877 20.02143517111241)
813,"LINESTRING (105.5841680485457 20.0214393759448, 105.5841647788627 20.02143534886055)","LINESTRING (105.5841680485457 20.0214393759448, 105.5841647788627 20.02143534886055)",0.561758516012,POINT (105.5841680485457 20.0214393759448),POINT (105.5841647788627 20.02143534886055)
818,"LINESTRING (105.5865041580875 19.96195060866199, 105.586496569431 19.96195035729393)","LINESTRING (105.5865041580875 19.96195060866199, 105.586496569431 19.96195035729393)",0.794527787171,POINT (105.5865041580875 19.96195060866199),POINT (105.586496569431 19.96195035729393)
819,"LINESTRING (105.586497535909 19.9619540000516, 105.5865041878216 19.96195064679541)","LINESTRING (105.586497535909 19.9619540000516, 105.5865041878216 19.96195064679541)",0.788768262494,POINT (105.586497535909 19.9619540000516),POINT (105.5865041878216 19.96195064679541)
820,"LINESTRING (105.5865041100458 19.96195051928388, 105.58650067589 19.96194849260057)","LINESTRING (105.5865041100458 19.96195051928388, 105.58650067589 19.96194849260057)",0.423583741472,POINT (105.5865041100458 19.96195051928388),POINT (105.58650067589 19.96194849260057)
821,"LINESTRING (105.586503741089 19.96194953063322, 105.5865038721086 19.961949974989, 105.5865041100458 19.96195051928388)","LINESTRING (105.586503741089 19.96194953063322, 105.5865038721086 19.961949974989, 105.5865041100458 19.96195051928388)",0.11622642981,POINT (105.586503741089 19.96194953063322),POINT (105.5865041100458 19.96195051928388)
824,"LINESTRING (105.5865051242169 19.96194595748655, 105.5865041304531 19.96195054545258)","LINESTRING (105.5865051242169 19.96194595748655, 105.5865041304531 19.96195054545258)",0.518264315867,POINT (105.5865051242169 19.96194595748655),POINT (105.5865041304531 19.96195054545258)
828,"LINESTRING (105.5865923066396 19.96198201016225, 105.5865842435245 19.96198906676474, 105.5865766362321 19.96199760163519)","LINESTRING (105.5865923066396 19.96198201016225, 105.5865842435245 19.96198906676474, 105.5865766362321 19.96199760163519)",2.38481570699,POINT (105.5865923066396 19.96198201016225),POINT (105.5865766362321 19.96199760163519)
829,"LINESTRING (105.5871185223925 19.96379015500816, 105.5870872084448 19.96377247580722)","LINESTRING (105.5871185223925 19.96379015500816, 105.5870872084448 19.96377247580722)",3.81617991546,POINT (105.5871185223925 19.96379015500816),POINT (105.5870872084448 19.96377247580722)
831,"LINESTRING (105.5871870094277 19.96364549132904, 105.5871401219312 19.9636378864851)","LINESTRING (105.5871870094277 19.96364549132904, 105.5871401219312 19.9636378864851)",4.97769156418,POINT (105.5871870094277 19.96364549132904),POINT (105.5871401219312 19.9636378864851)
833,"LINESTRING (105.5871529276307 19.96346977704478, 105.5871777924898 19.96346684034625)","LINESTRING (105.5871529276307 19.96346977704478, 105.5871777924898 19.96346684034625)",2.62193431453,POINT (105.5871529276307 19.96346977704478),POINT (105.5871777924898 19.96346684034625)
834,"LINESTRING (105.5873802071416 19.99205114810816, 105.5873816194797 19.99204992169671)","LINESTRING (105.5873802071416 19.99205114810816, 105.5873816194797 19.99204992169671)",0.200626260668,POINT (105.5873802071416 19.99205114810816),POINT (105.5873816194797 19.99204992169671)
836,"LINESTRING (105.587387698704 19.99205081465074, 105.5873816393751 19.99204995510833)","LINESTRING (105.587387698704 19.99205081465074, 105.5873816393751 19.99204995510833)",0.64099599171,POINT (105.587387698704 19.99205081465074),POINT (105.5873816393751 19.99204995510833)
841,"LINESTRING (105.5876384692863 19.97360688329062, 105.5876349343998 19.97360067388192)","LINESTRING (105.5876384692863 19.97360688329062, 105.5876349343998 19.97360067388192)",0.780371574223,POINT (105.5876384692863 19.97360688329062),POINT (105.5876349343998 19.97360067388192)
843,"LINESTRING (105.5882354559048 20.02374285194142, 105.588239885016 20.0237471565942, 105.5882440677333 20.02375033355682)","LINESTRING (105.5882354559048 20.02374285194142, 105.588239885016 20.0237471565942, 105.5882440677333 20.02375033355682)",1.22574146554,POINT (105.5882354559048 20.02374285194142),POINT (105.5882440677333 20.02375033355682)
845,"LINESTRING (105.5885467521311 20.01065053485563, 105.5885514421106 20.01064783823802)","LINESTRING (105.5885467521311 20.01065053485563, 105.5885514421106 20.01064783823802)",0.574221825657,POINT (105.5885467521311 20.01065053485563),POINT (105.5885514421106 20.01064783823802)
846,"LINESTRING (105.5885514541718 20.01064787387252, 105.5885468205816 20.01065544938901)","LINESTRING (105.5885514541718 20.01064787387252, 105.5885468205816 20.01065544938901)",0.96837389389,POINT (105.5885514541718 20.01064787387252),POINT (105.5885468205816 20.01065544938901)
847,"LINESTRING (105.5885511875554 20.01065405164344, 105.5885514874272 20.01064792502566)","LINESTRING (105.5885511875554 20.01065405164344, 105.5885514874272 20.01064792502566)",0.678729359691,POINT (105.5885511875554 20.01065405164344),POINT (105.5885514874272 20.01064792502566)
852,"LINESTRING (105.5885516141075 20.01064804167669, 105.5885539138045 20.01064893033363)","LINESTRING (105.5885516141075 20.01064804167669, 105.5885539138045 20.01064893033363)",0.259881425322,POINT (105.5885516141075 20.01064804167669),POINT (105.5885539138045 20.01064893033363)
853,"LINESTRING (105.5885516141075 20.01064804167669, 105.5885516205445 20.01064805158172, 105.5885526649094 20.01065020736193)","LINESTRING (105.5885516141075 20.01064804167669, 105.5885516205445 20.01064805158172, 105.5885526649094 20.01065020736193)",0.263679091203,POINT (105.5885516141075 20.01064804167669),POINT (105.5885526649094 20.01065020736193)
858,"LINESTRING (105.5894738137993 20.02413020843717, 105.589470125647 20.02413358003462)","LINESTRING (105.5894738137993 20.02413020843717, 105.589470125647 20.02413358003462)",0.536682814798,POINT (105.5894738137993 20.02413020843717),POINT (105.589470125647 20.02413358003462)
859,"LINESTRING (105.5894711085913 20.02413827808299, 105.5894738832925 20.02413018185395)","LINESTRING (105.5894711085913 20.02413827808299, 105.5894738832925 20.02413018185395)",0.941803818003,POINT (105.5894711085913 20.02413827808299),POINT (105.5894738832925 20.02413018185395)
860,"LINESTRING (105.5894724455639 20.02413047185527, 105.5894732564982 20.02413027293033, 105.5894738137993 20.02413020843717)","LINESTRING (105.5894724455639 20.02413047185527, 105.5894732564982 20.02413027293033, 105.5894738137993 20.02413020843717)",0.146355040863,POINT (105.5894724455639 20.02413047185527),POINT (105.5894738137993 20.02413020843717)
863,"LINESTRING (105.5894739059188 20.02413016585663, 105.5894750158723 20.02413663713391)","LINESTRING (105.5894739059188 20.02413016585663, 105.5894750158723 20.02413663713391)",0.725496227582,POINT (105.5894739059188 20.02413016585663),POINT (105.5894750158723 20.02413663713391)
865,"LINESTRING (105.5894739119785 20.02413015873949, 105.5894740008715 20.02413024594188, 105.5894757889185 20.02413250330085)","LINESTRING (105.5894739119785 20.02413015873949, 105.5894740008715 20.02413024594188, 105.5894757889185 20.02413250330085)",0.325461712209,POINT (105.5894739119785 20.02413015873949),POINT (105.5894757889185 20.02413250330085)
870,"LINESTRING (105.5904600921649 20.01375738495694, 105.5904545858957 20.01375158115701)","LINESTRING (105.5904600921649 20.01375738495694, 105.5904545858957 20.01375158115701)",0.86270226833,POINT (105.5904600921649 20.01375738495694),POINT (105.5904545858957 20.01375158115701)
871,"LINESTRING (105.5904583210621 20.0137505482167, 105.5904601218125 20.01375734310973)","LINESTRING (105.5904583210621 20.0137505482167, 105.5904601218125 20.01375734310973)",0.775192099787,POINT (105.5904583210621 20.0137505482167),POINT (105.5904601218125 20.01375734310973)
875,"LINESTRING (105.590465414167 20.01375690036378, 105.5904601536009 20.01375731610111)","LINESTRING (105.590465414167 20.01375690036378, 105.5904601536009 20.01375731610111)",0.552180863668,POINT (105.590465414167 20.01375690036378),POINT (105.5904601536009 20.01375731610111)
876,"LINESTRING (105.590461010782 20.01375396524873, 105.5904602052048 20.01375724325724)","LINESTRING (105.590461010782 20.01375396524873, 105.5904602052048 20.01375724325724)",0.372420209277,POINT (105.590461010782 20.01375396524873),POINT (105.5904602052048 20.01375724325724)
877,"LINESTRING (105.5904602052048 20.01375724325724, 105.5904604791107 20.01375701057918, 105.5904615207685 20.01375632975344)","LINESTRING (105.5904602052048 20.01375724325724, 105.5904604791107 20.01375701057918, 105.5904615207685 20.01375632975344)",0.170992802228,POINT (105.5904602052048 20.01375724325724),POINT (105.5904615207685 20.01375632975344)
880,"LINESTRING (105.5910886416075 20.02066484902833, 105.5910879715492 20.02066889469306)","LINESTRING (105.5910886416075 20.02066484902833, 105.5910879715492 20.02066889469306)",0.453167927403,POINT (105.5910886416075 20.02066484902833),POINT (105.5910879715492 20.02066889469306)
883,"LINESTRING (105.5910926991369 20.02066289381818, 105.5910880023528 20.020668893726)","LINESTRING (105.5910926991369 20.02066289381818, 105.5910880023528 20.020668893726)",0.825964045962,POINT (105.5910926991369 20.02066289381818),POINT (105.5910880023528 20.020668893726)
885,"LINESTRING (105.5910880441301 20.02066890301062, 105.5910949015683 20.02066595032897)","LINESTRING (105.5910880441301 20.02066890301062, 105.5910949015683 20.02066595032897)",0.788187721605,POINT (105.5910880441301 20.02066890301062),POINT (105.5910949015683 20.02066595032897)
886,"LINESTRING (105.5910881516681 20.02066895747202, 105.5910919632081 20.02066931469544)","LINESTRING (105.5910881516681 20.02066895747202, 105.5910919632081 20.02066931469544)",0.400628990468,POINT (105.5910881516681 20.02066895747202),POINT (105.5910919632081 20.02066931469544)
887,"LINESTRING (105.5910889957892 20.02066980720603, 105.5910885526344 20.02066930844201, 105.5910881516681 20.02066895747202)","LINESTRING (105.5910889957892 20.02066980720603, 105.5910885526344 20.02066930844201, 105.5910881516681 20.02066895747202)",0.129239421512,POINT (105.5910889957892 20.02066980720603),POINT (105.5910881516681 20.02066895747202)
888,"LINESTRING (105.5915536282983 20.02036343201632, 105.5915454190486 20.02036498801611)","LINESTRING (105.5915536282983 20.02036343201632, 105.5915454190486 20.02036498801611)",0.875756411939,POINT (105.5915536282983 20.02036343201632),POINT (105.5915454190486 20.02036498801611)
889,"LINESTRING (105.5915536282983 20.02036343201632, 105.5915457645849 20.02036088862605)","LINESTRING (105.5915536282983 20.02036343201632, 105.5915457645849 20.02036088862605)",0.869344444164,POINT (105.5915536282983 20.02036343201632),POINT (105.5915457645849 20.02036088862605)
890,"LINESTRING (105.5915489540463 20.02036727277258, 105.5915536315649 20.02036343222156)","LINESTRING (105.5915489540463 20.02036727277258, 105.5915536315649 20.02036343222156)",0.648079942883,POINT (105.5915489540463 20.02036727277258),POINT (105.5915536315649 20.02036343222156)
891,"LINESTRING (105.5915495353767 20.02035910360172, 105.5915536317804 20.0203634321807)","LINESTRING (105.5915495353767 20.02035910360172, 105.5915536317804 20.0203634321807)",0.642690600523,POINT (105.5915495353767 20.02035910360172),POINT (105.5915536317804 20.0203634321807)
895,"LINESTRING (105.5916776266399 19.97754579616476, 105.5917017790768 19.97753578187625)","LINESTRING (105.5916776266399 19.97754579616476, 105.5917017790768 19.97753578187625)",2.75928380007,POINT (105.5916776266399 19.97754579616476),POINT (105.5917017790768 19.97753578187625)
899,"LINESTRING (105.5918768908182 20.02036584841299, 105.5919439323449 20.02034023012748, 105.5919751942067 20.0203321362505, 105.5919774299686 20.0203312496907, 105.591981181056 20.02033028282499)","LINESTRING (105.5918768908182 20.02036584841299, 105.5919439323449 20.02034023012748, 105.5919751942067 20.0203321362505, 105.5919774299686 20.0203312496907, 105.591981181056 20.02033028282499)",11.6143776269,POINT (105.5918768908182 20.02036584841299),POINT (105.591981181056 20.02033028282499)
902,"LINESTRING (105.5921827846231 20.02071886795533, 105.5921805384 20.02071852666702)","LINESTRING (105.5921827846231 20.02071886795533, 105.5921805384 20.02071852666702)",0.237963461843,POINT (105.5921827846231 20.02071886795533),POINT (105.5921805384 20.02071852666702)
903,"LINESTRING (105.5921805384 20.02071852666702, 105.5921860534347 20.02071651820637)","LINESTRING (105.5921805384 20.02071852666702, 105.5921860534347 20.02071651820637)",0.618192935075,POINT (105.5921805384 20.02071852666702),POINT (105.5921860534347 20.02071651820637)
905,"LINESTRING (105.592896747585 19.98363941622986, 105.5928735236926 19.98363794164613)","LINESTRING (105.592896747585 19.98363941622986, 105.5928735236926 19.98363794164613)",2.4351807969,POINT (105.592896747585 19.98363941622986),POINT (105.5928735236926 19.98363794164613)
907,"LINESTRING (105.5929477791895 19.98419611507269, 105.5929479669773 19.98419600520978)","LINESTRING (105.5929477791895 19.98419611507269, 105.5929479669773 19.98419600520978)",0.0231041300432,POINT (105.5929477791895 19.98419611507269),POINT (105.5929479669773 19.98419600520978)
910,"LINESTRING (105.5949197734355 20.02030534212169, 105.5949143118833 20.02031261630456)","LINESTRING (105.5949197734355 20.02030534212169, 105.5949143118833 20.02031261630456)",0.987100043342,POINT (105.5949197734355 20.02030534212169),POINT (105.5949143118833 20.02031261630456)
911,"LINESTRING (105.594914633976 20.02030763478129, 105.5949197061457 20.02030532857518)","LINESTRING (105.594914633976 20.02030763478129, 105.5949197061457 20.02030532857518)",0.58872833936,POINT (105.594914633976 20.02030763478129),POINT (105.5949197061457 20.02030532857518)
912,"LINESTRING (105.5949196000581 20.0203052774843, 105.5949175193931 20.02030302866905)","LINESTRING (105.5949196000581 20.0203052774843, 105.5949175193931 20.02030302866905)",0.330602034605,POINT (105.5949196000581 20.0203052774843),POINT (105.5949175193931 20.02030302866905)
913,"LINESTRING (105.5949196000581 20.0203052774843, 105.5949193646499 20.02030523012171, 105.5949177288565 20.02030511000611)","LINESTRING (105.5949196000581 20.0203052774843, 105.5949193646499 20.02030523012171, 105.5949177288565 20.02030511000611)",0.196788984694,POINT (105.5949196000581 20.0203052774843),POINT (105.5949177288565 20.02030511000611)
914,"LINESTRING (105.5949198138503 20.0203053400411, 105.5949189595043 20.02031123260013)","LINESTRING (105.5949198138503 20.0203053400411, 105.5949189595043 20.02031123260013)",0.658197764123,POINT (105.5949198138503 20.0203053400411),POINT (105.5949189595043 20.02031123260013)
921,"LINESTRING (105.5958306265753 20.01994020152642, 105.5958300613495 20.01993710517163)","LINESTRING (105.5958306265753 20.01994020152642, 105.5958300613495 20.01993710517163)",0.347722693784,POINT (105.5958306265753 20.01994020152642),POINT (105.5958300613495 20.01993710517163)
924,"LINESTRING (105.5960245932912 20.01996118759737, 105.5960288782287 20.01995070095408, 105.5960300402929 20.01994642940316)","LINESTRING (105.5960245932912 20.01996118759737, 105.5960288782287 20.01995070095408, 105.5960300402929 20.01994642940316)",1.73214034535,POINT (105.5960245932912 20.01996118759737),POINT (105.5960300402929 20.01994642940316)
925,"LINESTRING (105.5961013038124 19.96863130160429, 105.5963376772098 19.96864632338512)","LINESTRING (105.5961013038124 19.96863130160429, 105.5963376772098 19.96864632338512)",24.7877824562,POINT (105.5961013038124 19.96863130160429),POINT (105.5963376772098 19.96864632338512)
931,"LINESTRING (105.5978681057667 20.02220381289433, 105.5978720033591 20.02218018086206)","LINESTRING (105.5978681057667 20.02220381289433, 105.5978720033591 20.02218018086206)",2.64683741006,POINT (105.5978681057667 20.02220381289433),POINT (105.5978720033591 20.02218018086206)
935,"LINESTRING (105.5978730641949 19.97011679519394, 105.597915582311 19.97009922790252, 105.597917625252 19.97009866476051)","LINESTRING (105.5978730641949 19.97011679519394, 105.597915582311 19.97009922790252, 105.597917625252 19.97009866476051)",5.07756135162,POINT (105.5978730641949 19.97011679519394),POINT (105.597917625252 19.97009866476051)
937,"LINESTRING (105.5981891666385 19.98387673688202, 105.5981569486365 19.98383109468227)","LINESTRING (105.5981891666385 19.98387673688202, 105.5981569486365 19.98383109468227)",6.07240372793,POINT (105.5981891666385 19.98387673688202),POINT (105.5981569486365 19.98383109468227)
939,"LINESTRING (105.5983236350568 19.98373131013334, 105.5983195166527 19.98372748467786, 105.5983049518693 19.98371695317138, 105.5982560422679 19.98368953636719)","LINESTRING (105.5983236350568 19.98373131013334, 105.5983195166527 19.98372748467786, 105.5983049518693 19.98371695317138, 105.5982560422679 19.98368953636719)",8.47131348153,POINT (105.5983236350568 19.98373131013334),POINT (105.5982560422679 19.98368953636719)
941,"LINESTRING (105.5983762068995 19.98265265881081, 105.5983844526103 19.98265715787583, 105.5984131963973 19.98266866304225)","LINESTRING (105.5983762068995 19.98265265881081, 105.5983844526103 19.98265715787583, 105.5984131963973 19.98266866304225)",4.26170206554,POINT (105.5983762068995 19.98265265881081),POINT (105.5984131963973 19.98266866304225)
943,"LINESTRING (105.5985252640514 19.98253754117683, 105.5984995758724 19.9825005788398)","LINESTRING (105.5985252640514 19.98253754117683, 105.5984995758724 19.9825005788398)",4.8943454318,POINT (105.5985252640514 19.98253754117683),POINT (105.5984995758724 19.9825005788398)
947,"LINESTRING (105.5986815776081 19.97504101483386, 105.5986603272829 19.97504841953854)","LINESTRING (105.5986815776081 19.97504101483386, 105.5986603272829 19.97504841953854)",2.36955356884,POINT (105.5986815776081 19.97504101483386),POINT (105.5986603272829 19.97504841953854)
948,"LINESTRING (105.5987071180823 20.01991603277011, 105.5987099001718 20.01991769558064, 105.5987284755064 20.01992588327896, 105.5987682820964 20.01994922106515, 105.5988379078585 20.01998120041262)","LINESTRING (105.5987071180823 20.01991603277011, 105.5987099001718 20.01991769558064, 105.5987284755064 20.01992588327896, 105.5987682820964 20.01994922106515, 105.5988379078585 20.01998120041262)",15.4847611915,POINT (105.5987071180823 20.01991603277011),POINT (105.5988379078585 20.01998120041262)
949,"LINESTRING (105.5988014682766 20.02006225583396, 105.5988481291858 20.02014231548999)","LINESTRING (105.5988014682766 20.02006225583396, 105.5988481291858 20.02014231548999)",10.1151940868,POINT (105.5988014682766 20.02006225583396),POINT (105.5988481291858 20.02014231548999)
954,"LINESTRING (105.5999299789481 20.01900470282511, 105.5997580358194 20.01884056878026)","LINESTRING (105.5999299789481 20.01900470282511, 105.5997580358194 20.01884056878026)",25.5614265795,POINT (105.5999299789481 20.01900470282511),POINT (105.5997580358194 20.01884056878026)
956,"LINESTRING (105.5999381419461 20.01928392939668, 105.599939040943 20.01927462390294)","LINESTRING (105.5999381419461 20.01928392939668, 105.599939040943 20.01927462390294)",1.03408262079,POINT (105.5999381419461 20.01928392939668),POINT (105.599939040943 20.01927462390294)
960,"LINESTRING (105.6011798798651 20.00897720603634, 105.6011737076502 20.00897484501833)","LINESTRING (105.6011798798651 20.00897720603634, 105.6011737076502 20.00897484501833)",0.696506384238,POINT (105.6011798798651 20.00897720603634),POINT (105.6011737076502 20.00897484501833)
961,"LINESTRING (105.6011744133325 20.00897073472925, 105.6011798872922 20.00897716276095)","LINESTRING (105.6011744133325 20.00897073472925, 105.6011798872922 20.00897716276095)",0.913184740177,POINT (105.6011744133325 20.00897073472925),POINT (105.6011798872922 20.00897716276095)
962,"LINESTRING (105.6011789219202 20.00897230491615, 105.6011799190421 20.00897709167754)","LINESTRING (105.6011789219202 20.00897230491615, 105.6011799190421 20.00897709167754)",0.539900465087,POINT (105.6011789219202 20.00897230491615),POINT (105.6011799190421 20.00897709167754)
967,"LINESTRING (105.6011803720493 20.00897588663436, 105.6011801615528 20.00897658019991, 105.6011799513092 20.00897705096967)","LINESTRING (105.6011803720493 20.00897588663436, 105.6011801615528 20.00897658019991, 105.6011799513092 20.00897705096967)",0.136399384671,POINT (105.6011803720493 20.00897588663436),POINT (105.6011799513092 20.00897705096967)
968,"LINESTRING (105.6011832245749 20.0089751540967, 105.6011799513092 20.00897705096967)","LINESTRING (105.6011832245749 20.0089751540967, 105.6011799513092 20.00897705096967)",0.401624409798,POINT (105.6011832245749 20.0089751540967),POINT (105.6011799513092 20.00897705096967)
