,Junction,points
538,POINT (105.5899217086084 19.97223678741432),3.0
539,POINT (105.6208955005335 20.00479070576194),3.0
540,POINT (105.6622493522855 19.96221852984161),3.0
541,POINT (105.5773760227723 20.0555474425674),3.0
542,POINT (105.5612511102832 20.05085968537565),3.0
543,POINT (105.5484118069716 20.02902956027938),3.0
544,POINT (105.5677626762296 19.9615897551747),3.0
545,POINT (105.6581197148775 19.96653746853371),3.0
546,POINT (105.6317068453197 19.99754786255437),3.0
547,POINT (105.5339641051712 20.06029100479725),3.0
548,POINT (105.6011799513092 20.00897705096967),3.0
549,POINT (105.57305163125 20.00817998083313),3.0
550,POINT (105.6812802661696 19.993407570751),3.0
551,POINT (105.6946713249184 19.9551536640934),3.0
552,POINT (105.6491311655719 19.96419280121687),3.0
553,POINT (105.7385394829334 19.93891170952564),3.0
554,POINT (105.5213730309386 20.00316079563887),3.0
555,POINT (105.6108948001424 20.01051047132564),3.0
556,POINT (105.6507867277049 20.00645048029009),3.0
557,POINT (105.5875899026003 19.99256369692341),3.0
558,POINT (105.6295715033708 20.00867402484202),3.0
559,POINT (105.6638249904483 19.99320479231248),3.0
560,POINT (105.5967348746271 20.02182289289),3.0
561,POINT (105.6663103055197 19.98294640266909),3.0
562,POINT (105.6787923439433 19.95290604909967),3.0
563,POINT (105.5771867523711 20.0102129261961),3.0
564,POINT (105.6487684663606 20.00687228134587),3.0
565,POINT (105.7373509576104 19.93942129887043),3.0
566,POINT (105.5773760015841 20.05554744777481),3.0
567,POINT (105.6295671949666 20.00816250528343),3.0
568,POINT (105.5218047854676 20.02217990953101),3.0
569,POINT (105.5769934045122 20.00920998085623),3.0
570,POINT (105.6868840159575 20.00113285582162),3.0
571,POINT (105.5979691652995 19.96796394467233),3.0
572,POINT (105.7467740289136 19.94213051811282),3.0
573,POINT (105.5985644679517 19.97490843889432),3.0
574,POINT (105.6096570290851 20.01740606710673),3.0
575,POINT (105.4754369218132 20.03763507909152),3.0
576,POINT (105.5236688644205 20.00201284743505),3.0
577,POINT (105.607706983949 20.01237640895748),3.0
578,POINT (105.7262766683558 19.93752713418978),3.0
579,POINT (105.6854064832865 19.99805204036673),3.0
580,POINT (105.6859094758775 19.9612742205659),3.0
581,POINT (105.5885514874272 20.01064792502566),3.0
582,POINT (105.6325864011589 20.00285795978267),3.0
583,POINT (105.6645695037363 19.95648880153686),3.0
584,POINT (105.6157778324491 20.01168044372635),3.0
585,POINT (105.6106648495678 19.98699594200967),3.0
586,POINT (105.6528476796682 19.97040536913771),3.0
587,POINT (105.6570806517137 19.99333506792276),3.0
588,POINT (105.6444070603262 19.95956420939225),3.0
589,POINT (105.5589987557072 20.06820944870685),3.0
590,POINT (105.6570238370257 19.99339036267754),3.0
591,POINT (105.5474461348615 20.00670463805945),3.0
592,POINT (105.5399615533354 20.00986985449784),3.0
593,POINT (105.5803528972072 20.02640008754288),3.0
594,POINT (105.5874759308991 19.99253820640676),3.0
595,POINT (105.5871401219312 19.9636378864851),3.0
596,POINT (105.5730016537752 20.01016509331297),3.0
597,POINT (105.5527539595112 20.09208571105408),3.0
598,POINT (105.6331342214845 20.00287072550921),3.0
599,POINT (105.5482912319196 20.02887162513948),3.0
600,POINT (105.5833416923546 19.97794006293166),3.0
601,POINT (105.6474101242215 19.9611422582554),3.0
602,POINT (105.7138405877198 19.94410728890698),3.0
603,POINT (105.5689841008086 20.02685429837219),3.0
604,POINT (105.5769592865708 20.01028182713456),3.0
605,POINT (105.576588684819 19.97097977852778),3.0
606,POINT (105.6444070876212 19.9595641754511),3.0
607,POINT (105.7173352818268 19.98983325849858),3.0
608,POINT (105.5904600921649 20.01375738495694),3.0
609,POINT (105.5419138036282 20.0346030327115),3.0
610,POINT (105.5752353198673 20.01239010658517),3.0
611,POINT (105.6331274020423 20.00289873425518),3.0
612,POINT (105.5527539878248 20.09208569253213),3.0
613,POINT (105.7138052176926 19.94400669694401),3.0
614,POINT (105.6223195137622 19.98506242255906),3.0
615,POINT (105.7070408393764 19.94584725405035),3.0
616,POINT (105.6478980136986 19.97272575739138),3.0
617,POINT (105.6634661104513 19.96136820373866),3.0
618,POINT (105.748952691838 19.94242777695458),3.0
619,POINT (105.6294391911164 20.00865586147824),3.0
620,POINT (105.6011798798651 20.00897720603634),3.0
621,POINT (105.6896302549631 19.95744378421914),3.0
622,POINT (105.5687782553252 20.01040911681238),3.0
623,POINT (105.6542057442856 20.00128838365036),3.0
624,POINT (105.7055647595686 19.9434122056796),3.0
625,POINT (105.6619204170554 19.98536059023749),3.0
626,POINT (105.7070408433733 19.9458472696499),3.0
627,POINT (105.5166675837131 20.02197819203934),3.0
628,POINT (105.7454612562986 19.95476902470094),3.0
629,POINT (105.717731020415 19.99092946319904),3.0
630,POINT (105.5776806467747 20.0360887256926),3.0
631,POINT (105.6787923412946 19.95290605051042),3.0
632,POINT (105.7381939547617 19.93577177245868),3.0
633,POINT (105.7383014028174 19.93787489586208),3.0
634,POINT (105.5755229043631 20.0086529669222),3.0
635,POINT (105.5489512112478 20.02632999310831),3.0
636,POINT (105.548912989122 20.03131032986797),3.0
637,POINT (105.547506634554 19.99762335909012),3.0
638,POINT (105.5836146518362 19.96518526409354),3.0
639,POINT (105.5958306265753 20.01994020152642),3.0
640,POINT (105.5651265074083 20.06968899219897),3.0
641,POINT (105.6634660337773 19.96136812065313),3.0
642,POINT (105.5841647790407 20.02143521062563),3.0
643,POINT (105.575017875936 19.9955428718212),3.0
644,POINT (105.5829332234809 20.02604917412997),3.0
645,POINT (105.5540640106717 20.06325871505795),3.0
646,POINT (105.7373509697709 19.93942133216354),3.0
647,POINT (105.6787924057477 19.95290599271311),3.0
648,POINT (105.5771479495856 20.05461964324156),3.0
649,POINT (105.5323482988362 20.03799338059785),3.0
650,POINT (105.6464403141446 19.9622901619251),3.0
651,POINT (105.6435790916026 19.9999585069057),3.0
652,POINT (105.5921805384 20.02071852666702),3.0
653,POINT (105.5221348678155 20.02239069169165),3.0
654,POINT (105.7493479231366 19.95874325742891),3.0
655,POINT (105.7411704950878 19.95220736991889),3.0
656,POINT (105.5693651471107 19.97619113594653),3.0
657,POINT (105.5641516243379 19.99283809927037),3.0
658,POINT (105.7083911824112 19.98070174324306),3.0
659,POINT (105.6862747285854 19.99762923321956),3.0
660,POINT (105.5815833194565 20.01453167449551),3.0
661,POINT (105.5960245932912 20.01996118759737),3.0
662,POINT (105.6908518300035 19.99437362094519),3.0
663,POINT (105.5589987716072 20.06820933603702),3.0
664,POINT (105.646634753648 19.96204518350756),3.0
665,POINT (105.6717749800281 19.99586930873931),3.0
666,POINT (105.5490614553725 20.0266080305322),3.0
667,POINT (105.6252997461098 19.95789822605382),3.0
668,POINT (105.5492966188512 20.01212827212698),3.0
669,POINT (105.5999381419461 20.01928392939668),3.0
670,POINT (105.5915536282983 20.02036343201632),3.0
671,POINT (105.6460497176529 19.99478411133648),3.0
672,POINT (105.5949198138503 20.0203053400411),3.0
673,POINT (105.5921206334132 20.02073060247548),3.0
674,POINT (105.5642019329997 20.02581714620329),3.0
675,POINT (105.5833856760597 20.02338184348052),3.0
676,POINT (105.5410115850359 20.03460792019469),3.0
677,POINT (105.661708406259 19.98483436456964),3.0
678,POINT (105.5797152734967 20.06068407579166),3.0
679,POINT (105.6435790428609 19.99995837583381),3.0
680,POINT (105.6093008258218 20.01611311823173),3.0
681,POINT (105.6645695232124 19.95648885013855),3.0
682,POINT (105.5780801142755 20.0499714667333),3.0
683,POINT (105.7492159031745 19.95907594212089),3.0
684,POINT (105.651326876554 19.9896799170626),3.0
685,POINT (105.5601008800042 20.06768284987589),3.0
686,POINT (105.628524946606 20.00644526880171),3.0
687,POINT (105.6049259430863 19.98594200319829),3.0
688,POINT (105.5885765769135 19.99556906996835),3.0
689,POINT (105.5457177995032 20.01747445067507),3.0
690,POINT (105.7121658757103 19.93902307731921),3.0
691,POINT (105.5747051873403 20.03490392639155),3.0
692,POINT (105.570369452638 20.01468088638659),3.0
693,POINT (105.7157261454587 19.99216265377341),3.0
694,POINT (105.6052402916851 19.98609351323324),3.0
695,POINT (105.7511083869451 19.9477330355192),3.0
696,POINT (105.546793458768 20.00639162724535),3.0
697,POINT (105.6634661247739 19.96136823026195),3.0
698,POINT (105.5865041100458 19.96195051928388),3.0
699,POINT (105.6098217637759 20.01773314332939),3.0
700,POINT (105.6854056438134 19.99805391038117),3.0
701,POINT (105.6208784553467 20.00480753195168),3.0
702,POINT (105.5810751470455 19.97727926430416),3.0
703,POINT (105.5833631911269 19.96516889828967),3.0
704,POINT (105.5135394903323 20.00013608821049),3.0
705,POINT (105.6909800390398 19.9593593320845),3.0
706,POINT (105.7070408293635 19.94584723575951),3.0
707,POINT (105.5695440194922 20.00464303486865),3.0
708,POINT (105.5771796360299 20.01020516048134),3.0
709,POINT (105.4956157097346 20.04071359538273),3.0
710,POINT (105.5688300721376 20.00993461914734),3.0
711,POINT (105.5474817565942 20.02870989531402),3.0
712,POINT (105.5626694855515 20.07144354601598),3.0
713,POINT (105.5587961025387 20.01871488884483),3.0
714,POINT (105.6946713087403 19.95515368354362),3.0
715,POINT (105.6354324296803 19.98960453933883),3.0
716,POINT (105.6478979723265 19.97272595307266),3.0
717,POINT (105.5882354559048 20.02374285194142),3.0
718,POINT (105.5469150300363 20.01653822594639),3.0
719,POINT (105.6446513961867 19.99746599360538),3.0
720,POINT (105.6911645523554 19.96093670256766),3.0
721,POINT (105.6663102150835 19.98294644426038),3.0
722,POINT (105.5501934929151 20.00117533680303),3.0
723,POINT (105.582606389698 20.04143481018608),3.0
724,POINT (105.6507695714983 20.00646746835771),3.0
725,POINT (105.5610367475407 20.0153909488509),3.0
726,POINT (105.5806614737165 20.04349926379046),3.0
727,POINT (105.6210974943684 19.98351296227755),3.0
728,POINT (105.5699416872849 20.03191989015049),3.0
729,POINT (105.6026778699551 20.015987048895),3.0
730,POINT (105.7378711125041 19.95011942745398),3.0
731,POINT (105.5469150046833 20.01653831326755),3.0
732,POINT (105.5246242515257 20.07462988971925),3.0
733,POINT (105.6085738214868 20.01467412003658),3.0
734,POINT (105.521804801689 20.02217992666399),3.0
735,POINT (105.7139561633453 19.93637880750999),3.0
736,POINT (105.7138658487869 19.94392625123987),3.0
737,POINT (105.5981569486365 19.98383109468227),3.0
738,POINT (105.4695039646571 20.03761636935414),3.0
739,POINT (105.5322540595742 20.03851268437568),3.0
740,POINT (105.5474816750574 20.02870999038936),3.0
741,POINT (105.5475066908352 19.9976233978175),3.0
742,POINT (105.6484672728646 20.00684378474071),3.0
743,POINT (105.710610888656 19.93548444142251),3.0
744,POINT (105.664841440475 19.96173229396985),3.0
745,POINT (105.5757542206403 20.04045534368222),3.0
746,POINT (105.662249282081 19.96221854951485),3.0
747,POINT (105.5246242151451 20.07462993993416),3.0
748,POINT (105.5978720033591 20.02218018086206),3.0
749,POINT (105.569225721715 19.97643235742841),3.0
750,POINT (105.6746385795591 19.9925340905614),3.0
751,POINT (105.7128631426733 19.93721167801935),3.0
752,POINT (105.5746650233671 19.99426510241217),3.0
753,POINT (105.6916544973675 19.9608977462549),3.0
754,POINT (105.5769933325356 20.0092099933143),3.0
755,POINT (105.5469149804381 20.01653835266172),3.0
756,POINT (105.5489512124376 20.0263300585278),3.0
757,POINT (105.6435790598503 19.99995840364003),3.0
758,POINT (105.5687141983563 20.02508743180133),3.0
759,POINT (105.5261335695443 20.02772548971135),3.0
760,POINT (105.5962763770226 20.01217661185341),3.0
761,POINT (105.5962763836426 20.01217658250616),3.0
762,POINT (105.5937163608863 20.01529581237769),3.0
763,POINT (105.593775342807 20.01526763402293),3.0
764,POINT (105.5962764778968 20.012176460189),3.0
765,POINT (105.5962063079753 20.01320048185966),3.0
766,POINT (105.596276402204 20.01217654613945),3.0
767,POINT (105.5937164053939 20.01529578179039),3.0
768,POINT (105.5937162589745 20.01529592891069),3.0
769,POINT (105.5498450056096 20.01808336769509),3.0
770,POINT (105.5471183362098 20.019726692939),3.0
771,POINT (105.5500977646217 20.01909628647385),3.0
772,POINT (105.549844934249 20.01808334560429),3.0
773,POINT (105.5476215353155 20.01719159217946),3.0
774,POINT (105.54762159742 20.017191636265),3.0
775,POINT (105.5471183736077 20.01972668381709),3.0
776,POINT (105.5476216835662 20.01719168281471),3.0
777,POINT (105.5498450293121 20.01808338223627),3.0
778,POINT (105.5501359320396 20.01855556237234),3.0
779,POINT (105.5471182414254 20.01972674341471),3.0
780,POINT (105.5476216423035 20.01719165352658),3.0
781,POINT (105.5498450468786 20.01808340033542),3.0
782,POINT (105.5477900097224 20.01964837338536),3.0
783,POINT (105.550076152104 20.01908103788306),3.0
784,POINT (105.5803324874378 20.0248405266919),3.0
785,POINT (105.5803324878478 20.02484053064485),3.0
786,POINT (105.5803324775746 20.02484062125951),3.0
787,POINT (105.5803324762866 20.02484060884968),3.0
788,POINT (105.58032647803 20.02407998207711),3.0
789,POINT (105.5803264631822 20.02408007752967),3.0
790,POINT (105.5803264788683 20.02408000548477),3.0
