,Earthquake - 475 year return period _mean,rawmean,normed
175,0.04642865,0.04642865,0.1261455246
176,0.04642865,0.04642865,0.1261455246
177,0.04642865,0.04642865,0.1261455246
178,0.04642865,0.04642865,0.1261455246
179,0.04642865,0.04642865,0.1261455246
180,0.0553779788889,0.0553779788889,0.150460635798
181,0.04642865,0.04642865,0.1261455246
182,0.04642865,0.04642865,0.1261455246
183,0.04491956,0.04491956,0.122045363391
184,0.04341047,0.04341047,0.117945202182
185,0.04341047,0.04341047,0.117945202182
186,0.04642865,0.04642865,0.1261455246
187,0.04642865,0.04642865,0.1261455246
188,0.04642865,0.04642865,0.1261455246
189,0.04341047,0.04341047,0.117945202182
190,0.04642865,0.04642865,0.1261455246
191,0.04642865,0.04642865,0.1261455246
192,0.04642865,0.04642865,0.1261455246
193,0.04642865,0.04642865,0.1261455246
194,0.04642865,0.04642865,0.1261455246
195,0.04642865,0.04642865,0.1261455246
196,0.04642865,0.04642865,0.1261455246
197,0.04642865,0.04642865,0.1261455246
198,0.04642865,0.04642865,0.1261455246
199,0.04642865,0.04642865,0.1261455246
200,0.04642865,0.04642865,0.1261455246
201,0.04642865,0.04642865,0.1261455246
202,0.04642865,0.04642865,0.1261455246
203,0.04642865,0.04642865,0.1261455246
204,0.04642865,0.04642865,0.1261455246
205,0.04642865,0.04642865,0.1261455246
206,0.04642865,0.04642865,0.1261455246
207,0.04642865,0.04642865,0.1261455246
208,0.04642865,0.04642865,0.1261455246
209,0.04642865,0.04642865,0.1261455246
210,0.04642865,0.04642865,0.1261455246
211,0.047555055,0.047555055,0.129205939875
212,0.04642865,0.04642865,0.1261455246
213,0.04642865,0.04642865,0.1261455246
214,0.04642865,0.04642865,0.1261455246
215,0.047555055,0.047555055,0.129205939875
216,0.04491956,0.04491956,0.122045363391
217,0.04491956,0.04491956,0.122045363391
218,0.04642865,0.04642865,0.1261455246
219,0.047555055,0.047555055,0.129205939875
220,0.04341047,0.04341047,0.117945202182
221,0.04341047,0.04341047,0.117945202182
222,0.04642865,0.04642865,0.1261455246
223,0.047555055,0.047555055,0.129205939875
224,0.044242135,0.044242135,0.12020481597
225,0.047555055,0.047555055,0.129205939875
226,0.047555055,0.047555055,0.129205939875
227,0.04868146,0.04868146,0.132266355149
228,0.04868146,0.04868146,0.132266355149
229,0.04868146,0.04868146,0.132266355149
230,0.04868146,0.04868146,0.132266355149
231,0.04868146,0.04868146,0.132266355149
232,0.04868146,0.04868146,0.132266355149
233,0.047009645,0.047009645,0.127724074032
234,0.04868146,0.04868146,0.132266355149
235,0.04868146,0.04868146,0.132266355149
236,0.04868146,0.04868146,0.132266355149
237,0.04868146,0.04868146,0.132266355149
238,0.04533783,0.04533783,0.123181792914
239,0.04868146,0.04868146,0.132266355149
240,0.04868146,0.04868146,0.132266355149
241,0.04868146,0.04868146,0.132266355149
242,0.04868146,0.04868146,0.132266355149
243,0.04868146,0.04868146,0.132266355149
244,0.04868146,0.04868146,0.132266355149
245,0.04868146,0.04868146,0.132266355149
246,0.04868146,0.04868146,0.132266355149
247,0.04868146,0.04868146,0.132266355149
248,0.047009645,0.047009645,0.127724074032
249,0.047009645,0.047009645,0.127724074032
250,0.04533783,0.04533783,0.123181792914
251,0.04533783,0.04533783,0.123181792914
252,0.04868146,0.04868146,0.132266355149
253,0.04868146,0.04868146,0.132266355149
254,0.04868146,0.04868146,0.132266355149
255,0.04868146,0.04868146,0.132266355149
256,0.04868146,0.04868146,0.132266355149
257,0.04533783,0.04533783,0.123181792914
258,0.04533783,0.04533783,0.123181792914
259,0.04868146,0.04868146,0.132266355149
260,0.04868146,0.04868146,0.132266355149
261,0.04868146,0.04868146,0.132266355149
262,0.0475669166667,0.0475669166667,0.129238167737
263,0.04533783,0.04533783,0.123181792914
264,0.04533783,0.04533783,0.123181792914
265,0.04533783,0.04533783,0.123181792914
266,0.04533783,0.04533783,0.123181792914
267,0.04533783,0.04533783,0.123181792914
268,0.04533783,0.04533783,0.123181792914
269,0.04533783,0.04533783,0.123181792914
270,0.04533783,0.04533783,0.123181792914
271,0.04533783,0.04533783,0.123181792914
272,0.04533783,0.04533783,0.123181792914
273,0.04533783,0.04533783,0.123181792914
274,0.04373791,0.04373791,0.118834848781
275,0.04459341,0.04459341,0.121159221691
276,0.06520596875,0.06520596875,0.177163047709
