,lines,shapely,length,start,end
1094,"LINESTRING (105.6722620717762 20.17623568438684, 105.6722678649083 20.17623930650142)","LINESTRING (105.6722620717762 20.17623568438684, 105.6722678649083 20.17623930650142)",0.726041163882,POINT (105.6722620717762 20.17623568438684),POINT (105.6722678649083 20.17623930650142)
1096,"LINESTRING (105.6722645471615 20.17622966570187, 105.6722621781369 20.17623561673461)","LINESTRING (105.6722645471615 20.17622966570187, 105.6722621781369 20.17623561673461)",0.703582360822,POINT (105.6722645471615 20.17622966570187),POINT (105.6722621781369 20.17623561673461)
1098,"LINESTRING (105.6722621932306 20.1762356117938, 105.6722682644693 20.17623596999442)","LINESTRING (105.6722621932306 20.1762356117938, 105.6722682644693 20.17623596999442)",0.635649536354,POINT (105.6722621932306 20.1762356117938),POINT (105.6722682644693 20.17623596999442)
1099,"LINESTRING (105.6722621932306 20.1762356117938, 105.672263037032 20.17623507506461, 105.6722632026366 20.1762349377994)","LINESTRING (105.6722621932306 20.1762356117938, 105.672263037032 20.17623507506461, 105.6722632026366 20.1762349377994)",0.12934076655,POINT (105.6722621932306 20.1762356117938),POINT (105.6722632026366 20.1762349377994)
1100,"LINESTRING (105.6727574221251 20.14425349365645, 105.6727579159308 20.14425031414472, 105.6727588465399 20.14424704608816, 105.6727603618542 20.14423738019601)","LINESTRING (105.6727574221251 20.14425349365645, 105.6727579159308 20.14425031414472, 105.6727588465399 20.14424704608816, 105.6727603618542 20.14423738019601)",1.81152913211,POINT (105.6727574221251 20.14425349365645),POINT (105.6727603618542 20.14423738019601)
1106,"LINESTRING (105.6730327571596 20.15405418494413, 105.6730458972969 20.15407377284231)","LINESTRING (105.6730327571596 20.15405418494413, 105.6730458972969 20.15407377284231)",2.5661415195,POINT (105.6730327571596 20.15405418494413),POINT (105.6730458972969 20.15407377284231)
1108,"LINESTRING (105.6730366440511 20.12398779373374, 105.6730409680513 20.12398956875722, 105.6730529640984 20.12399284171379)","LINESTRING (105.6730366440511 20.12398779373374, 105.6730409680513 20.12398956875722, 105.6730529640984 20.12399284171379)",1.79803445243,POINT (105.6730366440511 20.12398779373374),POINT (105.6730529640984 20.12399284171379)
1111,"LINESTRING (105.6730711397461 20.12424286465575, 105.6730644946624 20.12424511127837)","LINESTRING (105.6730711397461 20.12424286465575, 105.6730644946624 20.12424511127837)",0.737763072611,POINT (105.6730711397461 20.12424286465575),POINT (105.6730644946624 20.12424511127837)
1113,"LINESTRING (105.6732086095915 20.13756532265431, 105.6732110992715 20.13757529552734, 105.6732111931445 20.13757603444388)","LINESTRING (105.6732086095915 20.13756532265431, 105.6732110992715 20.13757529552734, 105.6732111931445 20.13757603444388)",1.21630649703,POINT (105.6732086095915 20.13756532265431),POINT (105.6732111931445 20.13757603444388)
1115,"LINESTRING (105.6733927495207 20.15569576397152, 105.6733920185456 20.15569633966859)","LINESTRING (105.6733927495207 20.15569576397152, 105.6733920185456 20.15569633966859)",0.099473974922,POINT (105.6733927495207 20.15569576397152),POINT (105.6733920185456 20.15569633966859)
1117,"LINESTRING (105.6733928320374 20.15569589022612, 105.6733981052768 20.15569593772739)","LINESTRING (105.6733928320374 20.15569589022612, 105.6733981052768 20.15569593772739)",0.551122849906,POINT (105.6733928320374 20.15569589022612),POINT (105.6733981052768 20.15569593772739)
1119,"LINESTRING (105.67339285909 20.15569596952483, 105.6733942658387 20.15569675463584)","LINESTRING (105.67339285909 20.15569596952483, 105.6733942658387 20.15569675463584)",0.170772960399,POINT (105.67339285909 20.15569596952483),POINT (105.6733942658387 20.15569675463584)
1123,"LINESTRING (105.673461677935 20.15613218484472, 105.6734628480864 20.15613284136969, 105.6734633193771 20.15613303290368)","LINESTRING (105.673461677935 20.15613218484472, 105.6734628480864 20.15613284136969, 105.6734633193771 20.15613303290368)",0.195867201854,POINT (105.673461677935 20.15613218484472),POINT (105.6734633193771 20.15613303290368)
1126,"LINESTRING (105.6734633279148 20.15613298344684, 105.6734638558484 20.15613244608955, 105.6734640603585 20.15613228445366)","LINESTRING (105.6734633279148 20.15613298344684, 105.6734638558484 20.15613244608955, 105.6734640603585 20.15613228445366)",0.108991881987,POINT (105.6734633279148 20.15613298344684),POINT (105.6734640603585 20.15613228445366)
1127,"LINESTRING (105.6734917134566 20.15652160743413, 105.6734964165647 20.15651949330556)","LINESTRING (105.6734917134566 20.15652160743413, 105.6734964165647 20.15651949330556)",0.544357191271,POINT (105.6734917134566 20.15652160743413),POINT (105.6734964165647 20.15651949330556)
1129,"LINESTRING (105.6736832959957 20.12500003738085, 105.6736883733327 20.12500240033685, 105.6736980526821 20.12500839325314)","LINESTRING (105.6736832959957 20.12500003738085, 105.6736883733327 20.12500240033685, 105.6736980526821 20.12500839325314)",1.80142841747,POINT (105.6736832959957 20.12500003738085),POINT (105.6736980526821 20.12500839325314)
1132,"LINESTRING (105.6737325403256 20.12478164364693, 105.6737323344445 20.12478184554335)","LINESTRING (105.6737325403256 20.12478164364693, 105.6737323344445 20.12478184554335)",0.0310220492804,POINT (105.6737325403256 20.12478164364693),POINT (105.6737323344445 20.12478184554335)
1133,"LINESTRING (105.6737344046839 20.12478126039328, 105.6737323344445 20.12478184554335)","LINESTRING (105.6737344046839 20.12478126039328, 105.6737323344445 20.12478184554335)",0.225881596697,POINT (105.6737344046839 20.12478126039328),POINT (105.6737323344445 20.12478184554335)
1135,"LINESTRING (105.6739754360779 20.1290749346705, 105.6739842826574 20.12906738635627, 105.6739960308928 20.12905951558419)","LINESTRING (105.6739754360779 20.1290749346705, 105.6739842826574 20.12906738635627, 105.6739960308928 20.12905951558419)",2.75170748703,POINT (105.6739754360779 20.1290749346705),POINT (105.6739960308928 20.12905951558419)
1137,"LINESTRING (105.6740153290396 20.22984883123889, 105.6739767448835 20.22987544429013, 105.6739755802387 20.22987607911835)","LINESTRING (105.6740153290396 20.22984883123889, 105.6739767448835 20.22987544429013, 105.6739755802387 20.22987607911835)",5.13239544945,POINT (105.6740153290396 20.22984883123889),POINT (105.6739755802387 20.22987607911835)
1139,"LINESTRING (105.6740750347802 20.12922681950246, 105.6740713311618 20.12922616415091, 105.6740687244404 20.12922603387998, 105.6740680705636 20.12922591895932, 105.6740434651402 20.12921836500277, 105.674011910121 20.1292125081019)","LINESTRING (105.6740750347802 20.12922681950246, 105.6740713311618 20.12922616415091, 105.6740687244404 20.12922603387998, 105.6740680705636 20.12922591895932, 105.6740434651402 20.12921836500277, 105.674011910121 20.1292125081019)",6.80199930866,POINT (105.6740750347802 20.12922681950246),POINT (105.674011910121 20.1292125081019)
1140,"LINESTRING (105.6740787532887 20.23003435029802, 105.674070918449 20.23003339733742)","LINESTRING (105.6740787532887 20.23003435029802, 105.674070918449 20.23003339733742)",0.825185453805,POINT (105.6740787532887 20.23003435029802),POINT (105.674070918449 20.23003339733742)
1141,"LINESTRING (105.6740747316598 20.23003612597999, 105.674070918449 20.23003339733742)","LINESTRING (105.6740747316598 20.23003612597999, 105.674070918449 20.23003339733742)",0.499852338459,POINT (105.6740747316598 20.23003612597999),POINT (105.674070918449 20.23003339733742)
1142,"LINESTRING (105.6743375811864 20.14399509253883, 105.6743362303797 20.14399369291628, 105.674328084906 20.14398279918035, 105.6743248284474 20.1439771425334)","LINESTRING (105.6743375811864 20.14399509253883, 105.6743362303797 20.14399369291628, 105.674328084906 20.14398279918035, 105.6743248284474 20.1439771425334)",2.39801693577,POINT (105.6743375811864 20.14399509253883),POINT (105.6743248284474 20.1439771425334)
1146,"LINESTRING (105.6750657286043 20.1299010426643, 105.6750595641637 20.12988814173285)","LINESTRING (105.6750657286043 20.1299010426643, 105.6750595641637 20.12988814173285)",1.56639007136,POINT (105.6750657286043 20.1299010426643),POINT (105.6750595641637 20.12988814173285)
1148,"LINESTRING (105.6752669347648 20.12070530715753, 105.6752569257514 20.12071275642123)","LINESTRING (105.6752669347648 20.12070530715753, 105.6752569257514 20.12071275642123)",1.33202463591,POINT (105.6752669347648 20.12070530715753),POINT (105.6752569257514 20.12071275642123)
1151,"LINESTRING (105.6753581859204 20.2035745705771, 105.6753587062186 20.20357391612491, 105.6753638594593 20.20356885828875)","LINESTRING (105.6753581859204 20.2035745705771, 105.6753587062186 20.20357391612491, 105.6753638594593 20.20356885828875)",0.86720682664,POINT (105.6753581859204 20.2035745705771),POINT (105.6753638594593 20.20356885828875)
1153,"LINESTRING (105.6753817065553 20.12457776188487, 105.6753876007806 20.12458226225601)","LINESTRING (105.6753817065553 20.12457776188487, 105.6753876007806 20.12458226225601)",0.792246348125,POINT (105.6753817065553 20.12457776188487),POINT (105.6753876007806 20.12458226225601)
1154,"LINESTRING (105.6753826230986 20.12458149785992, 105.6753876007806 20.12458226225601)","LINESTRING (105.6753826230986 20.12458149785992, 105.6753876007806 20.12458226225601)",0.527144746155,POINT (105.6753826230986 20.12458149785992),POINT (105.6753876007806 20.12458226225601)
1158,"LINESTRING (105.6756958312007 20.12984890441483, 105.6756213890799 20.12963016558771)","LINESTRING (105.6756958312007 20.12984890441483, 105.6756213890799 20.12963016558771)",25.4273122616,POINT (105.6756958312007 20.12984890441483),POINT (105.6756213890799 20.12963016558771)
1160,"LINESTRING (105.6761638098864 20.11282428398601, 105.6761696136461 20.11282353311567)","LINESTRING (105.6761638098864 20.11282428398601, 105.6761696136461 20.11282353311567)",0.612371633402,POINT (105.6761638098864 20.11282428398601),POINT (105.6761696136461 20.11282353311567)
1161,"LINESTRING (105.6761675169901 20.1128226426236, 105.6761693961655 20.11282337445856, 105.676169507333 20.11282343469598)","LINESTRING (105.6761675169901 20.1128226426236, 105.6761693961655 20.11282337445856, 105.676169507333 20.11282343469598)",0.2258814969,POINT (105.6761675169901 20.1128226426236),POINT (105.676169507333 20.11282343469598)
1162,"LINESTRING (105.676169507333 20.11282343469598, 105.6761683079378 20.11282094224132)","LINESTRING (105.676169507333 20.11282343469598, 105.6761683079378 20.11282094224132)",0.302994563514,POINT (105.676169507333 20.11282343469598),POINT (105.6761683079378 20.11282094224132)
1166,"LINESTRING (105.6761696265403 20.11282354010496, 105.6761699597233 20.11281708039552)","LINESTRING (105.6761696265403 20.11282354010496, 105.6761699597233 20.11281708039552)",0.715732729613,POINT (105.6761696265403 20.11282354010496),POINT (105.6761699597233 20.11281708039552)
1169,"LINESTRING (105.6762023451929 20.1155236125289, 105.6762027922117 20.11552327094016)","LINESTRING (105.6762023451929 20.1155236125289, 105.6762027922117 20.11552327094016)",0.0601056268812,POINT (105.6762023451929 20.1155236125289),POINT (105.6762027922117 20.11552327094016)
1170,"LINESTRING (105.6762999159728 20.12644675827916, 105.6763051966413 20.12644175082619, 105.6763196826707 20.12642414119046, 105.6763208105677 20.12642239764847)","LINESTRING (105.6762999159728 20.12644675827916, 105.6763051966413 20.12644175082619, 105.6763196826707 20.12642414119046, 105.6763208105677 20.12642239764847)",3.47622541527,POINT (105.6762999159728 20.12644675827916),POINT (105.6763208105677 20.12642239764847)
1172,"LINESTRING (105.6764963449375 20.1264859034696, 105.6764941120639 20.12648058759678, 105.6764893072864 20.12646356448883, 105.6764883033574 20.12645733503222)","LINESTRING (105.6764963449375 20.1264859034696, 105.6764941120639 20.12648058759678, 105.6764893072864 20.12646356448883, 105.6764883033574 20.12645733503222)",3.27996818523,POINT (105.6764963449375 20.1264859034696),POINT (105.6764883033574 20.12645733503222)
1176,"LINESTRING (105.6765785971262 20.1133911234964, 105.6765618735846 20.11339007606415, 105.6764980921317 20.11337980475188)","LINESTRING (105.6765785971262 20.1133911234964, 105.6765618735846 20.11339007606415, 105.6764980921317 20.11337980475188)",8.51575807317,POINT (105.6765785971262 20.1133911234964),POINT (105.6764980921317 20.11337980475188)
1178,"LINESTRING (105.6765774821783 20.11333612258193, 105.676640781001 20.11330536677975)","LINESTRING (105.6765774821783 20.11333612258193, 105.676640781001 20.11330536677975)",7.44112957959,POINT (105.6765774821783 20.11333612258193),POINT (105.676640781001 20.11330536677975)
1182,"LINESTRING (105.6767023378842 20.13925972161968, 105.6766234677344 20.13902754938952, 105.6766229044066 20.13902478368714, 105.6766228950017 20.13902465990464)","LINESTRING (105.6767023378842 20.13925972161968, 105.6766234677344 20.13902754938952, 105.6766229044066 20.13902478368714, 105.6766228950017 20.13902465990464)",27.3095894551,POINT (105.6767023378842 20.13925972161968),POINT (105.6766228950017 20.13902465990464)
1184,"LINESTRING (105.6766229271032 20.1390246624371, 105.6766287786374 20.13901960827525)","LINESTRING (105.6766229271032 20.1390246624371, 105.6766287786374 20.13901960827525)",0.828801570992,POINT (105.6766229271032 20.1390246624371),POINT (105.6766287786374 20.13901960827525)
1186,"LINESTRING (105.6766301407825 20.13902313648122, 105.6766229800962 20.13902468051773)","LINESTRING (105.6766301407825 20.13902313648122, 105.6766229800962 20.13902468051773)",0.767690514235,POINT (105.6766301407825 20.13902313648122),POINT (105.6766229800962 20.13902468051773)
1187,"LINESTRING (105.6769140561392 20.08436220657461, 105.6769172371074 20.08436375680861)","LINESTRING (105.6769140561392 20.08436220657461, 105.6769172371074 20.08436375680861)",0.374230663452,POINT (105.6769140561392 20.08436220657461),POINT (105.6769172371074 20.08436375680861)
1188,"LINESTRING (105.6769172371074 20.08436375680861, 105.6769170379391 20.08436338494898, 105.6769166664758 20.08436241691909)","LINESTRING (105.6769172371074 20.08436375680861, 105.6769170379391 20.08436338494898, 105.6769166664758 20.08436241691909)",0.160074527463,POINT (105.6769172371074 20.08436375680861),POINT (105.6769166664758 20.08436241691909)
1191,"LINESTRING (105.6769172873495 20.08436381161674, 105.6769179698095 20.08435873504309)","LINESTRING (105.6769172873495 20.08436381161674, 105.6769179698095 20.08435873504309)",0.566327049628,POINT (105.6769172873495 20.08436381161674),POINT (105.6769179698095 20.08435873504309)
1193,"LINESTRING (105.6769173226309 20.08436387747761, 105.6769224537022 20.08435689404967)","LINESTRING (105.6769173226309 20.08436387747761, 105.6769224537022 20.08435689404967)",0.940796722839,POINT (105.6769173226309 20.08436387747761),POINT (105.6769224537022 20.08435689404967)
1195,"LINESTRING (105.6770185944243 20.11373726632332, 105.6770127149166 20.1137553978759)","LINESTRING (105.6770185944243 20.11373726632332, 105.6770127149166 20.1137553978759)",2.09860788321,POINT (105.6770185944243 20.11373726632332),POINT (105.6770127149166 20.1137553978759)
1197,"LINESTRING (105.6772085711819 20.08576423613127, 105.6772194998191 20.08575752842832)","LINESTRING (105.6772085711819 20.08576423613127, 105.6772194998191 20.08575752842832)",1.36260169344,POINT (105.6772085711819 20.08576423613127),POINT (105.6772194998191 20.08575752842832)
1199,"LINESTRING (105.6773288919071 20.11379525680349, 105.6773262761325 20.11381983371116)","LINESTRING (105.6773288919071 20.11379525680349, 105.6773262761325 20.11381983371116)",2.73359506427,POINT (105.6773288919071 20.11379525680349),POINT (105.6773262761325 20.11381983371116)
1201,"LINESTRING (105.6775425430275 20.0866835013677, 105.6775517016007 20.08668380630544, 105.6775863834393 20.08668928064426)","LINESTRING (105.6775425430275 20.0866835013677, 105.6775517016007 20.08668380630544, 105.6775863834393 20.08668928064426)",4.63456075059,POINT (105.6775425430275 20.0866835013677),POINT (105.6775863834393 20.08668928064426)
1204,"LINESTRING (105.6776272980122 20.08684006686, 105.6775987774718 20.08686453275305, 105.677598608238 20.08686471869166, 105.6775970488457 20.08686605630455)","LINESTRING (105.6776272980122 20.08684006686, 105.6775987774718 20.08686453275305, 105.677598608238 20.08686471869166, 105.6775970488457 20.08686605630455)",4.27513800058,POINT (105.6776272980122 20.08684006686),POINT (105.6775970488457 20.08686605630455)
1205,"LINESTRING (105.6776252779467 20.13413907532952, 105.6776324707341 20.13413565649303)","LINESTRING (105.6776252779467 20.13413907532952, 105.6776324707341 20.13413565649303)",0.841649214774,POINT (105.6776252779467 20.13413907532952),POINT (105.6776324707341 20.13413565649303)
1207,"LINESTRING (105.6776280263558 20.13413536931286, 105.6776323802965 20.13413561483883)","LINESTRING (105.6776280263558 20.13413536931286, 105.6776323802965 20.13413561483883)",0.455896613044,POINT (105.6776280263558 20.13413536931286),POINT (105.6776323802965 20.13413561483883)
1208,"LINESTRING (105.6776283156514 20.13414144597932, 105.6776325060814 20.1341356629813)","LINESTRING (105.6776283156514 20.13414144597932, 105.6776325060814 20.1341356629813)",0.775522382767,POINT (105.6776283156514 20.13414144597932),POINT (105.6776325060814 20.1341356629813)
1209,"LINESTRING (105.6776323802965 20.13413561483883, 105.6776318139404 20.13413515515308, 105.677631800383 20.13413514672169)","LINESTRING (105.6776323802965 20.13413561483883, 105.6776318139404 20.13413515515308, 105.677631800383 20.13413514672169)",0.0797501063303,POINT (105.6776323802965 20.13413561483883),POINT (105.677631800383 20.13413514672169)
1210,"LINESTRING (105.6776320776862 20.13413923637606, 105.6776325342729 20.1341356610464)","LINESTRING (105.6776320776862 20.13413923637606, 105.6776325342729 20.1341356610464)",0.398544200383,POINT (105.6776320776862 20.13413923637606),POINT (105.6776325342729 20.1341356610464)
1216,"LINESTRING (105.6776934487571 20.08621433278902, 105.6776810500775 20.08622158673142)","LINESTRING (105.6776934487571 20.08621433278902, 105.6776810500775 20.08622158673142)",1.52477876412,POINT (105.6776934487571 20.08621433278902),POINT (105.6776810500775 20.08622158673142)
1217,"LINESTRING (105.6777174223511 20.08635451633463, 105.6777387218369 20.08635405865596, 105.6777485608419 20.08635266906375, 105.6777515080344 20.08635261773998, 105.6777614360279 20.08635368071105)","LINESTRING (105.6777174223511 20.08635451633463, 105.6777387218369 20.08635405865596, 105.6777485608419 20.08635266906375, 105.6777515080344 20.08635261773998, 105.6777614360279 20.08635368071105)",4.62053436064,POINT (105.6777174223511 20.08635451633463),POINT (105.6777614360279 20.08635368071105)
1218,"LINESTRING (105.6779198705925 20.08801305137888, 105.6779085939233 20.08801336501248)","LINESTRING (105.6779198705925 20.08801305137888, 105.6779085939233 20.08801336501248)",1.1795255619,POINT (105.6779198705925 20.08801305137888),POINT (105.6779085939233 20.08801336501248)
1221,"LINESTRING (105.6779313835969 20.2051009661545, 105.6779315602546 20.20511472493412)","LINESTRING (105.6779313835969 20.2051009661545, 105.6779315602546 20.20511472493412)",1.52278827791,POINT (105.6779313835969 20.2051009661545),POINT (105.6779315602546 20.20511472493412)
1223,"LINESTRING (105.6780121810032 20.08712536252497, 105.6780266118597 20.08711484572162)","LINESTRING (105.6780121810032 20.08712536252497, 105.6780266118597 20.08711484572162)",1.9055424862,POINT (105.6780121810032 20.08712536252497),POINT (105.6780266118597 20.08711484572162)
1226,"LINESTRING (105.6782948253479 20.07605501652025, 105.6782996290031 20.07604857000454)","LINESTRING (105.6782948253479 20.07605501652025, 105.6782996290031 20.07604857000454)",0.872498131393,POINT (105.6782948253479 20.07605501652025),POINT (105.6782996290031 20.07604857000454)
1227,"LINESTRING (105.6782955185957 20.07605045249817, 105.6782996312593 20.07604856452153)","LINESTRING (105.6782955185957 20.07605045249817, 105.6782996312593 20.07604856452153)",0.478097752267,POINT (105.6782955185957 20.07605045249817),POINT (105.6782996312593 20.07604856452153)
1228,"LINESTRING (105.6782986248917 20.07605567701076, 105.6782996290031 20.07604857000454)","LINESTRING (105.6782986248917 20.07605567701076, 105.6782996290031 20.07604857000454)",0.793493661326,POINT (105.6782986248917 20.07605567701076),POINT (105.6782996290031 20.07604857000454)
1231,"LINESTRING (105.6783009126714 20.07605196460385, 105.6782996331536 20.07604856197945)","LINESTRING (105.6783009126714 20.07605196460385, 105.6782996331536 20.07604856197945)",0.399621730901,POINT (105.6783009126714 20.07605196460385),POINT (105.6782996331536 20.07604856197945)
1233,"LINESTRING (105.6784507226954 20.12776836527674, 105.6784644134688 20.1277849247675)","LINESTRING (105.6784507226954 20.12776836527674, 105.6784644134688 20.1277849247675)",2.32516566459,POINT (105.6784507226954 20.12776836527674),POINT (105.6784644134688 20.1277849247675)
1236,"LINESTRING (105.678591331857 20.12890260460693, 105.6785834533459 20.12891210933362)","LINESTRING (105.678591331857 20.12890260460693, 105.6785834533459 20.12891210933362)",1.33589302286,POINT (105.678591331857 20.12890260460693),POINT (105.6785834533459 20.12891210933362)
1238,"LINESTRING (105.6786144256687 20.20478167879552, 105.6786145077821 20.20478435555665, 105.6786156063793 20.20479147697409)","LINESTRING (105.6786144256687 20.20478167879552, 105.6786145077821 20.20478435555665, 105.6786156063793 20.20479147697409)",1.09279701499,POINT (105.6786144256687 20.20478167879552),POINT (105.6786156063793 20.20479147697409)
1240,"LINESTRING (105.6787081209478 20.13707332937918, 105.6787084814193 20.13707427363429, 105.6787099306195 20.13707701327288)","LINESTRING (105.6787081209478 20.13707332937918, 105.6787084814193 20.13707427363429, 105.6787099306195 20.13707701327288)",0.450007415595,POINT (105.6787081209478 20.13707332937918),POINT (105.6787099306195 20.13707701327288)
1247,"LINESTRING (105.6789227926428 20.13702838661257, 105.6789181945669 20.1370453166566)","LINESTRING (105.6789227926428 20.13702838661257, 105.6789181945669 20.1370453166566)",1.93428027701,POINT (105.6789227926428 20.13702838661257),POINT (105.6789181945669 20.1370453166566)
1248,"LINESTRING (105.6789455960491 20.13187721733227, 105.6789381063817 20.13187443086181)","LINESTRING (105.6789455960491 20.13187721733227, 105.6789381063817 20.13187443086181)",0.841399479984,POINT (105.6789455960491 20.13187721733227),POINT (105.6789381063817 20.13187443086181)
1249,"LINESTRING (105.6789455960491 20.13187721733227, 105.6789426670453 20.13187384108326)","LINESTRING (105.6789455960491 20.13187721733227, 105.6789426670453 20.13187384108326)",0.483052210495,POINT (105.6789455960491 20.13187721733227),POINT (105.6789426670453 20.13187384108326)
1252,"LINESTRING (105.6789836375204 20.07489838107718, 105.6789875796173 20.07490386611505)","LINESTRING (105.6789836375204 20.07489838107718, 105.6789875796173 20.07490386611505)",0.733739781936,POINT (105.6789836375204 20.07489838107718),POINT (105.6789875796173 20.07490386611505)
1254,"LINESTRING (105.6792682426672 20.13259763754658, 105.6792680367015 20.13260307765794)","LINESTRING (105.6792682426672 20.13259763754658, 105.6792680367015 20.13260307765794)",0.602434086944,POINT (105.6792682426672 20.13259763754658),POINT (105.6792680367015 20.13260307765794)
1256,"LINESTRING (105.679268238309 20.13259763290472, 105.6792724992393 20.13259544186491)","LINESTRING (105.679268238309 20.13259763290472, 105.6792724992393 20.13259544186491)",0.507099263419,POINT (105.679268238309 20.13259763290472),POINT (105.6792724992393 20.13259544186491)
1258,"LINESTRING (105.6795776905639 20.13281622931079, 105.6795773604455 20.13281643735398)","LINESTRING (105.6795776905639 20.13281622931079, 105.6795773604455 20.13281643735398)",0.0414814008913,POINT (105.6795776905639 20.13281622931079),POINT (105.6795773604455 20.13281643735398)
1261,"LINESTRING (105.6795779259501 20.13281630628136, 105.6795780813791 20.13281504893015)","LINESTRING (105.6795779259501 20.13281630628136, 105.6795780813791 20.13281504893015)",0.140094432646,POINT (105.6795779259501 20.13281630628136),POINT (105.6795780813791 20.13281504893015)
1263,"LINESTRING (105.6797659713706 20.13318204382766, 105.6797701308025 20.13318453155423, 105.6797954770132 20.13320388909087)","LINESTRING (105.6797659713706 20.13318204382766, 105.6797701308025 20.13318453155423, 105.6797954770132 20.13320388909087)",3.92164754543,POINT (105.6797659713706 20.13318204382766),POINT (105.6797954770132 20.13320388909087)
1266,"LINESTRING (105.6798486334707 20.13167873610335, 105.6798473175879 20.13167607326097, 105.6798457658993 20.1316737276301, 105.6798453479509 20.13167324004815, 105.6798210758299 20.13165116237339, 105.6798203821933 20.13165037258507)","LINESTRING (105.6798486334707 20.13167873610335, 105.6798473175879 20.13167607326097, 105.6798457658993 20.1316737276301, 105.6798453479509 20.13167324004815, 105.6798210758299 20.13165116237339, 105.6798203821933 20.13165037258507)",4.33654157664,POINT (105.6798486334707 20.13167873610335),POINT (105.6798203821933 20.13165037258507)
1269,"LINESTRING (105.679832346331 20.13756249086548, 105.6798333240096 20.1375525886004)","LINESTRING (105.679832346331 20.13756249086548, 105.6798333240096 20.1375525886004)",1.10062423382,POINT (105.679832346331 20.13756249086548),POINT (105.6798333240096 20.1375525886004)
1270,"LINESTRING (105.679833573889 20.1375531857274, 105.6798333240096 20.1375525886004)","LINESTRING (105.679833573889 20.1375531857274, 105.6798333240096 20.1375525886004)",0.0710571551391,POINT (105.679833573889 20.1375531857274),POINT (105.6798333240096 20.1375525886004)
1271,"LINESTRING (105.6798496328644 20.13299966659369, 105.6798524511734 20.13299809374438)","LINESTRING (105.6798496328644 20.13299966659369, 105.6798524511734 20.13299809374438)",0.342163572157,POINT (105.6798496328644 20.13299966659369),POINT (105.6798524511734 20.13299809374438)
1272,"LINESTRING (105.6798496328644 20.13299966659369, 105.6798585575076 20.13299958324303)","LINESTRING (105.6798496328644 20.13299966659369, 105.6798585575076 20.13299958324303)",0.932881582458,POINT (105.6798496328644 20.13299966659369),POINT (105.6798585575076 20.13299958324303)
1273,"LINESTRING (105.6800026559296 20.05644019726055, 105.6800292221658 20.05644444724952, 105.6800351422111 20.05644469462654)","LINESTRING (105.6800026559296 20.05644019726055, 105.6800292221658 20.05644444724952, 105.6800351422111 20.05644469462654)",3.43737170878,POINT (105.6800026559296 20.05644019726055),POINT (105.6800351422111 20.05644469462654)
1276,"LINESTRING (105.6800695942044 20.05685331562765, 105.6800884871994 20.05684494767683)","LINESTRING (105.6800695942044 20.05685331562765, 105.6800884871994 20.05684494767683)",2.18198433531,POINT (105.6800695942044 20.05685331562765),POINT (105.6800884871994 20.05684494767683)
1278,"LINESTRING (105.68009301984 20.12637249138396, 105.6800892794989 20.12636692616157)","LINESTRING (105.68009301984 20.12637249138396, 105.6800892794989 20.12636692616157)",0.729509660317,POINT (105.68009301984 20.12637249138396),POINT (105.6800892794989 20.12636692616157)
1283,"LINESTRING (105.6804218459445 20.12505008850487, 105.6804236786308 20.125048468151)","LINESTRING (105.6804218459445 20.12505008850487, 105.6804236786308 20.125048468151)",0.2624023455,POINT (105.6804218459445 20.12505008850487),POINT (105.6804236786308 20.125048468151)
1284,"LINESTRING (105.6805612051934 20.13684127241306, 105.6805626854384 20.1368439928185, 105.6805654334279 20.13685094134588)","LINESTRING (105.6805612051934 20.13684127241306, 105.6805626854384 20.1368439928185, 105.6805654334279 20.13685094134588)",1.15936519388,POINT (105.6805612051934 20.13684127241306),POINT (105.6805654334279 20.13685094134588)
1287,"LINESTRING (105.6809597376566 20.13691686901608, 105.6809606197579 20.13690928517602, 105.6809606134176 20.13690855112672, 105.6809580930765 20.13688968477789)","LINESTRING (105.6809597376566 20.13691686901608, 105.6809606197579 20.13690928517602, 105.6809606134176 20.13690855112672, 105.6809580930765 20.13688968477789)",3.03004710944,POINT (105.6809597376566 20.13691686901608),POINT (105.6809580930765 20.13688968477789)
1289,"LINESTRING (105.6811741275656 20.0922397844623, 105.6811745434952 20.09223607122639)","LINESTRING (105.6811741275656 20.0922397844623, 105.6811745434952 20.09223607122639)",0.413231202967,POINT (105.6811741275656 20.0922397844623),POINT (105.6811745434952 20.09223607122639)
1291,"LINESTRING (105.6811799931269 20.09223238222875, 105.6811744606302 20.09223591813069)","LINESTRING (105.6811799931269 20.09223238222875, 105.6811744606302 20.09223591813069)",0.698356613393,POINT (105.6811799931269 20.09223238222875),POINT (105.6811744606302 20.09223591813069)
1293,"LINESTRING (105.6811829564655 20.09223536761273, 105.6811744908538 20.09223594967174)","LINESTRING (105.6811829564655 20.09223536761273, 105.6811744908538 20.09223594967174)",0.887426731747,POINT (105.6811829564655 20.09223536761273),POINT (105.6811744908538 20.09223594967174)
1294,"LINESTRING (105.6811790108359 20.09223808002587, 105.6811745288338 20.09223601694308)","LINESTRING (105.6811790108359 20.09223808002587, 105.6811745288338 20.09223601694308)",0.521259605594,POINT (105.6811790108359 20.09223808002587),POINT (105.6811745288338 20.09223601694308)
