,lines,shapely,length,start,end
1296,"LINESTRING (105.6811752562848 20.09223713410656, 105.6811747881909 20.0922365045821, 105.6811745434952 20.09223607122639)","LINESTRING (105.6811752562848 20.09223713410656, 105.6811747881909 20.0922365045821, 105.6811745434952 20.09223607122639)",0.139495151225,POINT (105.6811752562848 20.09223713410656),POINT (105.6811745434952 20.09223607122639)
1297,"LINESTRING (105.6812504437542 20.18697538552141, 105.6812515368744 20.1869912927291)","LINESTRING (105.6812504437542 20.18697538552141, 105.6812515368744 20.1869912927291)",1.76414056682,POINT (105.6812504437542 20.18697538552141),POINT (105.6812515368744 20.1869912927291)
1304,"LINESTRING (105.682222709265 20.12592588668897, 105.6822130772972 20.12591949647004)","LINESTRING (105.682222709265 20.12592588668897, 105.6822130772972 20.12591949647004)",1.23036603995,POINT (105.682222709265 20.12592588668897),POINT (105.6822130772972 20.12591949647004)
1305,"LINESTRING (105.6822131660993 20.12591966360218, 105.6822130772972 20.12591949647004)","LINESTRING (105.6822131660993 20.12591966360218, 105.6822130772972 20.12591949647004)",0.0206947767433,POINT (105.6822131660993 20.12591966360218),POINT (105.6822130772972 20.12591949647004)
1307,"LINESTRING (105.6838127217087 20.08512203738544, 105.6838236224125 20.08511523426408)","LINESTRING (105.6838127217087 20.08512203738544, 105.6838236224125 20.08511523426408)",1.36595084185,POINT (105.6838127217087 20.08512203738544),POINT (105.6838236224125 20.08511523426408)
1309,"LINESTRING (105.6839687828718 20.16126641639578, 105.6839741760745 20.16126403416046)","LINESTRING (105.6839687828718 20.16126641639578, 105.6839741760745 20.16126403416046)",0.622228980734,POINT (105.6839687828718 20.16126641639578),POINT (105.6839741760745 20.16126403416046)
1313,"LINESTRING (105.6848927675042 20.20454727680491, 105.6848852342159 20.20453336035635)","LINESTRING (105.6848927675042 20.20454727680491, 105.6848852342159 20.20453336035635)",1.72957727132,POINT (105.6848927675042 20.20454727680491),POINT (105.6848852342159 20.20453336035635)
1315,"LINESTRING (105.6849267136204 20.16177803764906, 105.6849215341755 20.16175993485128, 105.6849214438562 20.16175972018282)","LINESTRING (105.6849267136204 20.16177803764906, 105.6849215341755 20.16175993485128, 105.6849214438562 20.16175972018282)",2.10081484134,POINT (105.6849267136204 20.16177803764906),POINT (105.6849214438562 20.16175972018282)
1317,"LINESTRING (105.6856282470593 20.20434183179798, 105.6856229180382 20.20433581127794, 105.685620620496 20.20433248754618)","LINESTRING (105.6856282470593 20.20434183179798, 105.6856229180382 20.20433581127794, 105.685620620496 20.20433248754618)",1.30751288975,POINT (105.6856282470593 20.20434183179798),POINT (105.685620620496 20.20433248754618)
1319,"LINESTRING (105.6862102832474 20.20328816135422, 105.6862144798349 20.20329178497646)","LINESTRING (105.6862102832474 20.20328816135422, 105.6862144798349 20.20329178497646)",0.594185359307,POINT (105.6862102832474 20.20328816135422),POINT (105.6862144798349 20.20329178497646)
1324,"LINESTRING (105.6870355627043 20.12275057229901, 105.6870270266279 20.12275415177437)","LINESTRING (105.6870355627043 20.12275057229901, 105.6870270266279 20.12275415177437)",0.976262544232,POINT (105.6870355627043 20.12275057229901),POINT (105.6870270266279 20.12275415177437)
1325,"LINESTRING (105.6870270397777 20.12275410904244, 105.687027057303 20.12275374749337, 105.6870273679079 20.12275197693553)","LINESTRING (105.6870270397777 20.12275410904244, 105.687027057303 20.12275374749337, 105.6870273679079 20.12275197693553)",0.238670898127,POINT (105.6870270397777 20.12275410904244),POINT (105.6870273679079 20.12275197693553)
1326,"LINESTRING (105.6870306231408 20.1227496202349, 105.6870270397777 20.12275410904244)","LINESTRING (105.6870306231408 20.1227496202349, 105.6870270397777 20.12275410904244)",0.622160657994,POINT (105.6870306231408 20.1227496202349),POINT (105.6870270397777 20.12275410904244)
1327,"LINESTRING (105.6870328690393 20.1227547718634, 105.6870270604985 20.12275417160685)","LINESTRING (105.6870328690393 20.1227547718634, 105.6870270604985 20.12275417160685)",0.610793219686,POINT (105.6870328690393 20.1227547718634),POINT (105.6870270604985 20.12275417160685)
1328,"LINESTRING (105.6870288938814 20.12275548500758, 105.6870273115208 20.12275439544837, 105.6870270604985 20.12275417160685)","LINESTRING (105.6870288938814 20.12275548500758, 105.6870273115208 20.12275439544837, 105.6870270604985 20.12275417160685)",0.240776556731,POINT (105.6870288938814 20.12275548500758),POINT (105.6870270604985 20.12275417160685)
1331,"LINESTRING (105.6872511150088 20.13208393716852, 105.6872336842372 20.1320822274819)","LINESTRING (105.6872511150088 20.13208393716852, 105.6872336842372 20.1320822274819)",1.83173872089,POINT (105.6872511150088 20.13208393716852),POINT (105.6872336842372 20.1320822274819)
1332,"LINESTRING (105.6872407425321 20.14590547482854, 105.687249556864 20.14590544422797)","LINESTRING (105.6872407425321 20.14590547482854, 105.687249556864 20.14590544422797)",0.921237662541,POINT (105.6872407425321 20.14590547482854),POINT (105.687249556864 20.14590544422797)
1333,"LINESTRING (105.6872440969146 20.14590849207502, 105.6872495311787 20.14590549851475)","LINESTRING (105.6872440969146 20.14590849207502, 105.6872495311787 20.14590549851475)",0.657523947311,POINT (105.6872440969146 20.14590849207502),POINT (105.6872495311787 20.14590549851475)
1334,"LINESTRING (105.6872481663645 20.14590775902795, 105.6872494981428 20.14590566864293)","LINESTRING (105.6872481663645 20.14590775902795, 105.6872494981428 20.14590566864293)",0.269986323378,POINT (105.6872481663645 20.14590775902795),POINT (105.6872494981428 20.14590566864293)
1335,"LINESTRING (105.6872494981428 20.14590566864293, 105.6872494991267 20.1459056854393, 105.6872499335989 20.14590802431174)","LINESTRING (105.6872494981428 20.14590566864293, 105.6872494991267 20.1459056854393, 105.6872499335989 20.14590802431174)",0.264655006462,POINT (105.6872494981428 20.14590566864293),POINT (105.6872499335989 20.14590802431174)
1340,"LINESTRING (105.6873215750784 20.13184492258329, 105.687316286137 20.1318415619101)","LINESTRING (105.6873215750784 20.13184492258329, 105.687316286137 20.1318415619101)",0.666288236004,POINT (105.6873215750784 20.13184492258329),POINT (105.687316286137 20.1318415619101)
1342,"LINESTRING (105.6874389235742 20.13155827281707, 105.6874352623734 20.13155759505505, 105.687422897074 20.13155379693589)","LINESTRING (105.6874389235742 20.13155827281707, 105.6874352623734 20.13155759505505, 105.687422897074 20.13155379693589)",1.7490785838,POINT (105.6874389235742 20.13155827281707),POINT (105.687422897074 20.13155379693589)
1344,"LINESTRING (105.687608837093 20.14543711209781, 105.6875853144304 20.14542775324504)","LINESTRING (105.687608837093 20.14543711209781, 105.6875853144304 20.14542775324504)",2.6677485025,POINT (105.687608837093 20.14543711209781),POINT (105.6875853144304 20.14542775324504)
1346,"LINESTRING (105.6876674333533 20.13116168397276, 105.6876760309257 20.1311655726883)","LINESTRING (105.6876674333533 20.13116168397276, 105.6876760309257 20.1311655726883)",0.996393928129,POINT (105.6876674333533 20.13116168397276),POINT (105.6876760309257 20.1311655726883)
1348,"LINESTRING (105.6878430658419 20.1308915722707, 105.6878673103654 20.13090035010072)","LINESTRING (105.6878430658419 20.1308915722707, 105.6878673103654 20.13090035010072)",2.71397498685,POINT (105.6878430658419 20.1308915722707),POINT (105.6878673103654 20.13090035010072)
1349,"LINESTRING (105.6878614442835 20.1309306223151, 105.6878670948145 20.13093365836864, 105.6878878592714 20.13094185473156)","LINESTRING (105.6878614442835 20.1309306223151, 105.6878670948145 20.13093365836864, 105.6878878592714 20.13094185473156)",3.03183803718,POINT (105.6878614442835 20.1309306223151),POINT (105.6878878592714 20.13094185473156)
1352,"LINESTRING (105.6880574294938 20.13675381055261, 105.6880566708968 20.13673805286569)","LINESTRING (105.6880574294938 20.13675381055261, 105.6880566708968 20.13673805286569)",1.74568580033,POINT (105.6880574294938 20.13675381055261),POINT (105.6880566708968 20.13673805286569)
1354,"LINESTRING (105.6880871511847 20.13058308992758, 105.6880898951747 20.13058752450286)","LINESTRING (105.6880871511847 20.13058308992758, 105.6880898951747 20.13058752450286)",0.568434458823,POINT (105.6880871511847 20.13058308992758),POINT (105.6880898951747 20.13058752450286)
1356,"LINESTRING (105.6881887859198 20.13056944751227, 105.6881867103506 20.13056660579421, 105.6881854500091 20.13056433046933, 105.688174922121 20.13054988087123)","LINESTRING (105.6881887859198 20.13056944751227, 105.6881867103506 20.13056660579421, 105.6881854500091 20.13056433046933, 105.688174922121 20.13054988087123)",2.60741435363,POINT (105.6881887859198 20.13056944751227),POINT (105.688174922121 20.13054988087123)
1358,"LINESTRING (105.6883357563035 20.13023724176481, 105.6883507840697 20.1302515029928)","LINESTRING (105.6883357563035 20.13023724176481, 105.6883507840697 20.1302515029928)",2.22672675024,POINT (105.6883357563035 20.13023724176481),POINT (105.6883507840697 20.1302515029928)
1361,"LINESTRING (105.6887082432202 20.20217279433684, 105.6887076175278 20.20217789837338, 105.6887076209457 20.20218992299182)","LINESTRING (105.6887082432202 20.20217279433684, 105.6887076175278 20.20217789837338, 105.6887076209457 20.20218992299182)",1.89939190784,POINT (105.6887082432202 20.20217279433684),POINT (105.6887076209457 20.20218992299182)
1362,"LINESTRING (105.68935042489 20.12892786926537, 105.6893378595047 20.128924044506)","LINESTRING (105.68935042489 20.12892786926537, 105.6893378595047 20.128924044506)",1.37993774428,POINT (105.68935042489 20.12892786926537),POINT (105.6893378595047 20.128924044506)
1364,"LINESTRING (105.6894219130498 20.14024254920529, 105.6894084111717 20.1402372061695)","LINESTRING (105.6894219130498 20.14024254920529, 105.6894084111717 20.1402372061695)",1.53007764112,POINT (105.6894219130498 20.14024254920529),POINT (105.6894084111717 20.1402372061695)
1366,"LINESTRING (105.6894656856921 20.13995814715692, 105.6894719987067 20.13996261956587, 105.6894998363247 20.13997757158249)","LINESTRING (105.6894656856921 20.13995814715692, 105.6894719987067 20.13996261956587, 105.6894998363247 20.13997757158249)",4.17202758794,POINT (105.6894656856921 20.13995814715692),POINT (105.6894998363247 20.13997757158249)
1368,"LINESTRING (105.6895216787528 20.13995509271782, 105.6895520053636 20.13997169416367, 105.6895573927353 20.13997558581817)","LINESTRING (105.6895216787528 20.13995509271782, 105.6895520053636 20.13997169416367, 105.6895573927353 20.13997558581817)",4.37259775855,POINT (105.6895216787528 20.13995509271782),POINT (105.6895573927353 20.13997558581817)
1370,"LINESTRING (105.6895617688988 20.13960435484811, 105.6896291526309 20.13962807076035)","LINESTRING (105.6895617688988 20.13960435484811, 105.6896291526309 20.13962807076035)",7.51605878218,POINT (105.6895617688988 20.13960435484811),POINT (105.6896291526309 20.13962807076035)
1372,"LINESTRING (105.6896300962954 20.13962704381249, 105.6896541407713 20.13964540503242, 105.6896732948814 20.13966372001034)","LINESTRING (105.6896300962954 20.13962704381249, 105.6896541407713 20.13964540503242, 105.6896732948814 20.13966372001034)",6.08074420043,POINT (105.6896300962954 20.13962704381249),POINT (105.6896732948814 20.13966372001034)
1374,"LINESTRING (105.689715247844 20.13939101061876, 105.6896524641474 20.13937188380884, 105.6896403162044 20.13936972373904, 105.6896369245963 20.13936867069038)","LINESTRING (105.689715247844 20.13939101061876, 105.6896524641474 20.13937188380884, 105.6896403162044 20.13936972373904, 105.6896369245963 20.13936867069038)",8.56023620683,POINT (105.689715247844 20.13939101061876),POINT (105.6896369245963 20.13936867069038)
1377,"LINESTRING (105.6897168942115 20.1394017463501, 105.6897894237868 20.13940452248788, 105.6897994685996 20.13940366455255)","LINESTRING (105.6897168942115 20.1394017463501, 105.6897894237868 20.13940452248788, 105.6897994685996 20.13940366455255)",8.64114551333,POINT (105.6897168942115 20.1394017463501),POINT (105.6897994685996 20.13940366455255)
1380,"LINESTRING (105.689733115616 20.03883948952529, 105.6897598309616 20.03883343553758)","LINESTRING (105.689733115616 20.03883948952529, 105.6897598309616 20.03883343553758)",2.87326240837,POINT (105.689733115616 20.03883948952529),POINT (105.6897598309616 20.03883343553758)
1381,"LINESTRING (105.6897409002548 20.13907479025735, 105.6897467071356 20.1390761771169, 105.689747224827 20.13907623464623, 105.6898054259402 20.13909012173853)","LINESTRING (105.6897409002548 20.13907479025735, 105.6897467071356 20.1390761771169, 105.689747224827 20.13907623464623, 105.6898054259402 20.13909012173853)",6.95482489292,POINT (105.6897409002548 20.13907479025735),POINT (105.6898054259402 20.13909012173853)
1382,"LINESTRING (105.6897545747448 20.20264938673148, 105.6897545123532 20.20264357080832)","LINESTRING (105.6897545747448 20.20264938673148, 105.6897545123532 20.20264357080832)",0.643679188263,POINT (105.6897545747448 20.20264938673148),POINT (105.6897545123532 20.20264357080832)
1387,"LINESTRING (105.6898060278261 20.13908930384442, 105.6898642652464 20.13910325546513, 105.6898649473867 20.13910333187756, 105.6898698581906 20.13910450979905)","LINESTRING (105.6898060278261 20.13908930384442, 105.6898642652464 20.13910325546513, 105.6898649473867 20.13910333187756, 105.6898698581906 20.13910450979905)",6.88110222273,POINT (105.6898060278261 20.13908930384442),POINT (105.6898698581906 20.13910450979905)
1389,"LINESTRING (105.6898283558208 20.13879918583248, 105.6898359480453 20.13880125737366, 105.6898952546769 20.13880975855327)","LINESTRING (105.6898283558208 20.13879918583248, 105.6898359480453 20.13880125737366, 105.6898952546769 20.13880975855327)",7.09570754161,POINT (105.6898283558208 20.13879918583248),POINT (105.6898952546769 20.13880975855327)
1392,"LINESTRING (105.689895385458 20.13881053815267, 105.6899556800358 20.13882421249516, 105.6899567510173 20.13882431927089, 105.6899632707552 20.13882580115736)","LINESTRING (105.689895385458 20.13881053815267, 105.6899556800358 20.13882421249516, 105.6899567510173 20.13882431927089, 105.6899632707552 20.13882580115736)",7.29459986463,POINT (105.689895385458 20.13881053815267),POINT (105.6899632707552 20.13882580115736)
1394,"LINESTRING (105.6901068063424 20.12787353605258, 105.6900974553838 20.12786768863998)","LINESTRING (105.6901068063424 20.12787353605258, 105.6900974553838 20.12786768863998)",1.17223742039,POINT (105.6901068063424 20.12787353605258),POINT (105.6900974553838 20.12786768863998)
1396,"LINESTRING (105.6902232317351 20.13873574455051, 105.6903623687386 20.13853176063281)","LINESTRING (105.6902232317351 20.13873574455051, 105.6903623687386 20.13853176063281)",26.8533635592,POINT (105.6902232317351 20.13873574455051),POINT (105.6903623687386 20.13853176063281)
1397,"LINESTRING (105.6903269492223 20.16628620128921, 105.6904075761044 20.16629875021923, 105.6904160222046 20.16630089701989)","LINESTRING (105.6903269492223 20.16628620128921, 105.6904075761044 20.16629875021923, 105.6904160222046 20.16630089701989)",9.45337977486,POINT (105.6903269492223 20.16628620128921),POINT (105.6904160222046 20.16630089701989)
1398,"LINESTRING (105.690341044422 20.16648487867332, 105.6903445053226 20.16647853163315)","LINESTRING (105.690341044422 20.16648487867332, 105.6903445053226 20.16647853163315)",0.790064139417,POINT (105.690341044422 20.16648487867332),POINT (105.6903445053226 20.16647853163315)
