,Junction,points
1596,POINT (105.5245671278104 20.29466834185591),3.0
1597,POINT (105.6241237990453 20.1658562301261),3.0
1598,POINT (105.5112772202783 20.26085157301148),3.0
1599,POINT (105.6687251928929 20.13204924585473),3.0
1600,POINT (105.6243613971287 20.17007786053065),3.0
1601,POINT (105.5142496248143 20.33469942025719),3.0
1602,POINT (105.6029909560958 20.20410314880502),3.0
1603,POINT (105.4435024308375 20.36353959912804),3.0
1604,POINT (105.5307027620128 20.29315063367403),3.0
1605,POINT (105.5743027797744 20.21836107551519),3.0
1606,POINT (105.6132287397668 20.18786107561668),3.0
1607,POINT (105.5083125287008 20.3375503846055),3.0
1608,POINT (105.6422161362454 20.15993398027008),3.0
1609,POINT (105.6028229304824 20.20435477128013),3.0
1610,POINT (105.5275993367771 20.32646526778497),3.0
1611,POINT (105.5876540859263 20.20504238591585),3.0
1612,POINT (105.523875480648 20.29517234392855),3.0
1613,POINT (105.4495954458047 20.36413348707403),3.0
1614,POINT (105.5751461633595 20.2150737164943),3.0
1615,POINT (105.6056782274559 20.19946649226678),3.0
1616,POINT (105.6049872889301 20.18845793198759),3.0
1617,POINT (105.5382038275533 20.27133867681727),3.0
1618,POINT (105.6023574775052 20.20501708863661),3.0
1619,POINT (105.5323769741583 20.2719323500997),3.0
1620,POINT (105.5172340796049 20.33288468938383),3.0
1621,POINT (105.5215761997182 20.29669549709327),3.0
1622,POINT (105.639630674068 20.14283639800224),3.0
1623,POINT (105.5985120821601 20.15629964549138),3.0
1624,POINT (105.4405191006781 20.36512499265098),3.0
1625,POINT (105.6364469445888 20.16733470965191),3.0
1626,POINT (105.465206039342 20.36219628156659),3.0
1627,POINT (105.4549022023368 20.3624954102871),3.0
1628,POINT (105.5833278066992 20.21971793212682),3.0
1629,POINT (105.6009635584119 20.20673023476739),3.0
1630,POINT (105.5218587940835 20.26668398880091),3.0
1631,POINT (105.431907771862 20.36432216865284),3.0
1632,POINT (105.6132128841269 20.18789989348071),3.0
1633,POINT (105.5301982701139 20.29600643132288),3.0
1634,POINT (105.6006168977274 20.20737049170709),3.0
1635,POINT (105.6687474291107 20.13200504923839),3.0
1636,POINT (105.6180818868268 20.17438850629737),3.0
1637,POINT (105.6005019546249 20.20763756299852),3.0
1638,POINT (105.5238007441774 20.36566124242635),3.0
1639,POINT (105.5301458504624 20.29621206387724),3.0
1640,POINT (105.6033038693973 20.20369787996704),3.0
1641,POINT (105.5301748415018 20.29623656873518),3.0
1642,POINT (105.6357568977976 20.15908980049915),3.0
1643,POINT (105.6088815045668 20.18517106753005),3.0
1644,POINT (105.6417990944592 20.16385459209407),3.0
1645,POINT (105.6049754718115 20.19652700601868),3.0
1646,POINT (105.5832975287369 20.20814221108163),3.0
1647,POINT (105.6026446666964 20.18815013054924),3.0
1648,POINT (105.5182221153292 20.33259112508265),3.0
1649,POINT (105.6438026890686 20.16406943580921),3.0
1650,POINT (105.6048449664457 20.19603562949176),3.0
1651,POINT (105.5237408936611 20.26722773420449),3.0
1652,POINT (105.5346892102191 20.29079863112319),3.0
1653,POINT (105.6199980953443 20.16398351400622),3.0
1654,POINT (105.6025464542634 20.18953075858853),3.0
1655,POINT (105.4469616701407 20.36397707326468),3.0
1656,POINT (105.6134709692397 20.17193849000714),3.0
1657,POINT (105.6046443147103 20.1952749381591),3.0
1658,POINT (105.6051157742163 20.19716834057112),3.0
1659,POINT (105.5344724007811 20.29073889283253),3.0
1660,POINT (105.5112772137831 20.26085168521469),3.0
1661,POINT (105.6395808877382 20.1617195727219),3.0
1662,POINT (105.6347114184952 20.14176216085192),3.0
1663,POINT (105.6050288038703 20.19689987820681),3.0
1664,POINT (105.5053031165924 20.33951039337218),3.0
1665,POINT (105.6307251512384 20.17339022067204),3.0
1666,POINT (105.6135443626772 20.17485961277034),3.0
1667,POINT (105.5292333819392 20.28797109505517),3.0
1668,POINT (105.5275993686437 20.32646521049739),3.0
1669,POINT (105.4498103184861 20.3641164219423),3.0
1670,POINT (105.6058471968919 20.18854068792338),3.0
1671,POINT (105.6044527406887 20.19459310704036),3.0
1672,POINT (105.6047678791856 20.20199843014444),3.0
1673,POINT (105.5320800195576 20.29154980061938),3.0
1674,POINT (105.4396051313066 20.36504111248271),3.0
1675,POINT (105.5212967553954 20.29667038302898),3.0
1676,POINT (105.6010403832978 20.20656474394765),3.0
1677,POINT (105.6066803285818 20.18823133939609),3.0
1678,POINT (105.6374498072552 20.15666956274626),3.0
1679,POINT (105.5991084848161 20.20893624291994),3.0
1680,POINT (105.5832940521319 20.21972025806633),3.0
1681,POINT (105.6008694992379 20.20690521747484),3.0
1682,POINT (105.603148171383 20.20387931646321),3.0
1683,POINT (105.604896532124 20.19624727944456),3.0
1684,POINT (105.5985120898417 20.15629968471977),3.0
1685,POINT (105.6382918989205 20.16054107033583),3.0
1686,POINT (105.6312578671752 20.15947047946763),3.0
1687,POINT (105.4789887101179 20.35818651393472),3.0
1688,POINT (105.6007850204753 20.20707019115057),3.0
1689,POINT (105.621269718209 20.18168457802901),3.0
1690,POINT (105.6044817806663 20.19468869404465),3.0
1691,POINT (105.4778691952138 20.35940061983),3.0
1692,POINT (105.5839144314543 20.20740383455185),3.0
1693,POINT (105.5503678137611 20.25255284785652),3.0
1694,POINT (105.5143276430661 20.24607701483872),3.0
1695,POINT (105.6347113376453 20.14176194850975),3.0
1696,POINT (105.6202290360482 20.18169671110166),3.0
1697,POINT (105.6380692970634 20.1523999148029),3.0
1698,POINT (105.6212694653478 20.18168462744544),3.0
1699,POINT (105.602656500932 20.1892228901058),3.0
1700,POINT (105.5231583263578 20.29580525205822),3.0
1701,POINT (105.658477154342 20.13865601242979),3.0
1702,POINT (105.6179421165953 20.16279650101894),3.0
1703,POINT (105.5112772099843 20.26085165503964),3.0
1704,POINT (105.5179908124978 20.33287434072006),3.0
1705,POINT (105.6326730036278 20.15889500526833),3.0
1706,POINT (105.5142114083217 20.2460386920761),3.0
1707,POINT (105.6352409210363 20.1614281518465),3.0
1708,POINT (105.6396166017404 20.14209073103416),3.0
1709,POINT (105.5243701134877 20.29460307406133),3.0
1710,POINT (105.60535754132 20.19807731658703),3.0
1711,POINT (105.4338913356328 20.36373057912142),3.0
1712,POINT (105.6199980153196 20.16398341978264),3.0
1713,POINT (105.6017122304475 20.20573915094666),3.0
1714,POINT (105.4603931594374 20.36144997419198),3.0
1715,POINT (105.6238536015802 20.17584494464358),3.0
1716,POINT (105.6396028307376 20.14286220668375),3.0
1717,POINT (105.6215292558545 20.17611603315149),3.0
1718,POINT (105.5291996524271 20.24710991221013),3.0
1719,POINT (105.6052737143276 20.19760448746887),3.0
1720,POINT (105.4877652264578 20.35197345094727),3.0
1721,POINT (105.4408529460508 20.36533616688331),3.0
1722,POINT (105.4585624578206 20.36147032956205),3.0
1723,POINT (105.5107445783098 20.33558119425871),3.0
1724,POINT (105.6030751845581 20.20393819551626),3.0
1725,POINT (105.5836437130145 20.20770353402975),3.0
1726,POINT (105.6243615028698 20.17007786825426),3.0
1727,POINT (105.4548628553866 20.3633298106976),3.0
1728,POINT (105.4547990661512 20.36261929655662),3.0
1729,POINT (105.6328095454031 20.18848468944116),3.0
1730,POINT (105.4896872456972 20.34917595766525),3.0
1731,POINT (105.6332287781329 20.14561372718745),3.0
1732,POINT (105.6060161382465 20.18601875793137),3.0
1733,POINT (105.5235214642749 20.295499893378),3.0
1734,POINT (105.5702854056484 20.229399400106),3.0
1735,POINT (105.6051902774503 20.1972870325662),3.0
1736,POINT (105.4532288478022 20.36494706554768),3.0
1737,POINT (105.5751874870612 20.227757172905),3.0
1738,POINT (105.639490797366 20.16121829975063),3.0
1739,POINT (105.6347633570385 20.14353418800068),3.0
1740,POINT (105.5179474838262 20.33186585890113),3.0
1741,POINT (105.4894451624273 20.3512911979049),3.0
1742,POINT (105.4833445626493 20.35517068421317),3.0
1743,POINT (105.5834328590941 20.20799572628825),3.0
1744,POINT (105.6054166415907 20.19911596030526),3.0
1745,POINT (105.6318511833301 20.16219528506248),3.0
1746,POINT (105.6134099190202 20.17209401977849),3.0
1747,POINT (105.6687474219838 20.13200505653399),3.0
1748,POINT (105.6125939723583 20.17248768205217),3.0
1749,POINT (105.4584652287658 20.36137569239791),3.0
1750,POINT (105.4640447231057 20.3611887323524),3.0
1751,POINT (105.6058810255873 20.18857800001971),3.0
1752,POINT (105.5826317560124 20.20785014450123),3.0
1753,POINT (105.5112772233847 20.26085170958662),3.0
1754,POINT (105.5742124329844 20.22830819581838),3.0
1755,POINT (105.4461028993714 20.36423187102843),3.0
1756,POINT (105.6394907821035 20.16121786712365),3.0
1757,POINT (105.6675351645028 20.14119004040068),3.0
1758,POINT (105.6060161944162 20.1860187071428),3.0
1759,POINT (105.6438027554821 20.16406944421011),3.0
1760,POINT (105.5810547756361 20.20689817370607),3.0
1761,POINT (105.6060160579989 20.18601881436774),3.0
1762,POINT (105.6395874468062 20.14248690301321),3.0
1763,POINT (105.6055638625637 20.1993903457413),3.0
1764,POINT (105.5142114309631 20.2460387034056),3.0
1765,POINT (105.6151643358469 20.16069327394029),3.0
1766,POINT (105.6380691960819 20.15239996688963),3.0
1767,POINT (105.4540735232145 20.36460619428616),3.0
1768,POINT (105.6326880165221 20.15885442659901),3.0
1769,POINT (105.6383033582489 20.1605063090598),3.0
1770,POINT (105.5486085206059 20.25569143378693),3.0
1771,POINT (105.5289597757595 20.28768819644727),3.0
1772,POINT (105.4650449634549 20.36218260554692),3.0
1773,POINT (105.6184429338856 20.18184170608383),3.0
1774,POINT (105.6279403217211 20.17461539371347),3.0
1775,POINT (105.4819086136365 20.35666402601348),3.0
1776,POINT (105.5882806050169 20.20450007930518),3.0
1777,POINT (105.6022291579654 20.19098659088999),3.0
1778,POINT (105.6380692246958 20.15239994625127),3.0
1779,POINT (105.4912847765461 20.34895216106675),3.0
1780,POINT (105.6351953363366 20.15772048709649),3.0
1781,POINT (105.5343866860739 20.29073453197513),3.0
1782,POINT (105.6172967429999 20.18410149654939),3.0
1783,POINT (105.6212695055848 20.18168462217468),3.0
1784,POINT (105.5382036766842 20.27133857675664),3.0
1785,POINT (105.5064964318483 20.33829485446769),3.0
1786,POINT (105.5222654941539 20.26691568993744),3.0
1787,POINT (105.6025858007068 20.18807079886387),3.0
1788,POINT (105.5248296853673 20.32987794206313),3.0
1789,POINT (105.606680315055 20.18823136369863),3.0
1790,POINT (105.6394092031701 20.16171534770494),3.0
1791,POINT (105.6396165980345 20.14209069177882),3.0
1792,POINT (105.6199980715613 20.16398347484714),3.0
1793,POINT (105.6417990524535 20.16385457167839),3.0
1794,POINT (105.50345107569 20.34227595324288),3.0
1795,POINT (105.5243902871467 20.29464565092256),3.0
1796,POINT (105.5874251039677 20.20521465207829),3.0
1797,POINT (105.6060160955162 20.1860187804476),3.0
1798,POINT (105.4900245683991 20.34887067261457),3.0
1799,POINT (105.6448925828037 20.16492202130697),3.0
1800,POINT (105.6045226792596 20.19488301401929),3.0
1801,POINT (105.631851183677 20.16219528240797),3.0
1802,POINT (105.6047282599436 20.19559953469852),3.0
1803,POINT (105.6764571268706 20.2027992269723),3.0
1804,POINT (105.6763822088151 20.20241305521066),3.0
1805,POINT (105.6768005151606 20.19604755083307),3.0
1806,POINT (105.6839963830573 20.1874632995745),3.0
1807,POINT (105.6839964412087 20.18746327018963),3.0
1808,POINT (105.6764571529173 20.20279915981202),3.0
1809,POINT (105.6764570725299 20.20279930306853),3.0
1810,POINT (105.6764571579082 20.20279911837596),3.0
1811,POINT (105.6839963975386 20.18746328565957),3.0
1812,POINT (105.683996409758 20.18746327873747),3.0
